食物,國民市場,鹽埕示範,新興第二,三民第二,左營第四,鼓山第三,楠梓市場,三民第一,苓雅市場,中華市場,旗山第一,鳳山第一,岡山文賢,大寮大發,橋頭市場
蘿蔔,66.0,35.0,33.0,41.0,33.0,41.0,33.0,42.0,41.0,,36.0,25.0,33.0,34.0,41.0
胡蘿蔔,66.0,41.0,41.0,50.0,35.0,50.0,33.0,42.0,41.0,,33.0,20.0,25.0,32.0,41.0
麻竹筍,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
馬鈴薯,66.0,58.0,50.0,58.0,41.0,58.0,42.0,58.0,58.0,,48.0,33.0,42.0,40.0,41.0
甘藍,41.0,33.0,33.0,41.0,25.0,41.0,25.0,33.0,41.0,,30.0,25.0,17.0,28.0,33.0
小白菜,83.0,50.0,67.0,58.0,50.0,75.0,42.0,67.0,66.0,,45.0,33.0,33.0,42.0,50.0
包心白菜,66.0,40.0,58.0,41.0,41.0,41.0,25.0,50.0,50.0,,38.0,33.0,27.0,36.0,41.0
菠菜,83.0,58.0,67.0,58.0,50.0,66.0,50.0,75.0,83.0,,50.0,50.0,33.0,48.0,50.0
青江白菜,83.0,66.0,67.0,58.0,50.0,66.0,33.0,58.0,66.0,,50.0,33.0,33.0,42.0,50.0
空心菜,83.0,55.0,50.0,58.0,41.0,50.0,50.0,33.0,58.0,,42.0,33.0,42.0,40.0,41.0
青蔥,83.0,72.0,67.0,83.0,66.0,66.0,58.0,83.0,66.0,,60.0,50.0,42.0,50.0,66.0
韭菜,83.0,58.0,50.0,50.0,50.0,58.0,50.0,67.0,83.0,,55.0,42.0,0.6,52.0,50.0
茄子,100.0,66.0,67.0,58.0,66.0,83.0,67.0,75.0,83.0,,48.0,42.0,42.0,52.0,41.0
蕃茄,83.0,62.0,50.0,58.0,50.0,66.0,50.0,67.0,83.0,,33.0,42.0,33.0,44.0,50.0
菜豆,116.0,83.0,0.0,0.0,0.0,83.0,117.0,83.0,0.0,,0.0,67.0,0.0,0.0,0.0
大黃瓜,100.0,42.0,58.0,50.0,45.0,50.0,50.0,58.0,50.0,,46.0,33.0,50.0,48.0,41.0
花椰菜,83.0,63.0,58.0,50.0,50.0,66.0,50.0,83.0,83.0,,55.0,50.0,58.0,52.0,50.0
絲瓜,66.0,41.0,50.0,50.0,45.0,41.0,42.0,58.0,50.0,,48.0,42.0,50.0,48.0,41.0
花胡瓜,100.0,58.0,83.0,66.0,67.0,50.0,67.0,50.0,83.0,,58.0,38.0,50.0,52.0,66.0
苦瓜,133.0,76.0,133.0,75.0,100.0,83.0,100.0,133.0,116.0,,75.0,50.0,58.0,72.0,83.0
青椒,100.0,67.0,67.0,83.0,58.0,83.0,58.0,75.0,100.0,,58.0,42.0,50.0,56.0,83.0
芹菜,116.0,83.0,75.0,83.0,83.0,100.0,83.0,83.0,83.0,,77.0,58.0,67.0,76.0,83.0
