食物,國民市場,鹽埕示範,新興第二,三民第二,左營第四,鼓山第三,楠梓市場,三民第一,苓雅市場,中華市場,旗山第一,鳳山第一,岡山文賢,大寮大發,橋頭市場
蘿蔔,117.0,75.0,75.0,83.0,66.0,66.0,58.0,83.0,75.0,83.0,60.0,63.0,75.0,72.0,83.0
胡蘿蔔,66.0,58.0,50.0,66.0,58.0,50.0,50.0,50.0,58.0,58.0,50.0,47.0,58.0,55.0,58.0
麻竹筍,100.0,100.0,100.0,83.0,66.0,83.0,83.0,117.0,100.0,83.0,60.0,0.0,100.0,100.0,83.0
馬鈴薯,83.0,58.0,58.0,66.0,50.0,58.0,58.0,58.0,58.0,58.0,55.0,58.0,67.0,58.0,58.0
甘藍,83.0,93.0,91.0,91.0,75.0,83.0,67.0,108.0,100.0,100.0,80.0,83.0,67.0,76.0,100.0
小白菜,166.0,126.0,167.0,133.0,133.0,116.0,133.0,167.0,133.0,166.0,60.0,100.0,100.0,106.0,166.0
包心白菜,133.0,83.0,91.0,91.0,75.0,83.0,83.0,100.0,83.0,100.0,70.0,83.0,83.0,86.0,100.0
菠菜,266.0,200.0,0.0,250.0,183.0,200.0,200.0,267.0,250.0,250.0,180.0,200.0,200.0,212.0,250.0
青江白菜,166.0,130.0,167.0,133.0,116.0,116.0,133.0,175.0,145.0,166.0,56.0,100.0,100.0,102.0,166.0
空心菜,133.0,80.0,100.0,91.0,83.0,83.0,100.0,100.0,83.0,116.0,50.0,92.0,83.0,86.0,116.0
青蔥,166.0,167.0,167.0,166.0,133.0,150.0,133.0,167.0,116.0,166.0,120.0,125.0,100.0,108.0,166.0
韭菜,100.0,73.0,75.0,83.0,58.0,66.0,58.0,75.0,83.0,66.0,55.0,66.0,67.0,62.0,66.0
茄子,133.0,83.0,83.0,91.0,75.0,100.0,83.0,83.0,100.0,100.0,35.0,75.0,83.0,78.0,100.0
蕃茄,166.0,117.0,133.0,133.0,100.0,133.0,100.0,133.0,133.0,133.0,83.0,100.0,100.0,92.0,133.0
菜豆,133.0,116.0,117.0,116.0,100.0,83.0,133.0,133.0,116.0,133.0,50.0,83.0,100.0,90.0,133.0
大黃瓜,100.0,58.0,83.0,75.0,58.0,83.0,75.0,91.0,75.0,83.0,45.0,66.0,83.0,62.0,83.0
花椰菜,166.0,133.0,150.0,150.0,133.0,133.0,167.0,167.0,133.0,150.0,86.0,133.0,117.0,118.0,150.0
絲瓜,108.0,50.0,75.0,58.0,58.0,50.0,58.0,83.0,66.0,83.0,35.0,75.0,67.0,63.0,83.0
花胡瓜,150.0,106.0,133.0,133.0,100.0,116.0,133.0,150.0,133.0,166.0,55.0,108.0,100.0,113.0,166.0
苦瓜,183.0,110.0,133.0,133.0,100.0,100.0,150.0,150.0,150.0,133.0,68.0,100.0,117.0,110.0,133.0
青椒,133.0,92.0,133.0,116.0,75.0,116.0,100.0,150.0,100.0,133.0,70.0,91.0,117.0,98.0,133.0
芹菜,166.0,133.0,167.0,166.0,133.0,133.0,133.0,167.0,150.0,166.0,130.0,133.0,133.0,132.0,166.0
四季豆,266.0,150.0,200.0,1183.0,150.0,166.0,167.0,217.0,233.0,200.0,110.0,142.0,83.0,132.0,200.0
牛蒡,100.0,83.0,83.0,100.0,75.0,83.0,75.0,83.0,83.0,83.0,80.0,75.0,83.0,83.0,83.0
生薑,133.0,108.0,100.0,116.0,100.0,100.0,100.0,100.0,133.0,116.0,100.0,100.0,100.0,88.0,116.0
芋頭,108.0,83.0,83.0,100.0,75.0,83.0,83.0,100.0,83.0,83.0,80.0,75.0,92.0,78.0,83.0
綠竹筍,166.0,130.0,0.0,133.0,116.0,117.0,133.0,0.0,117.0,133.0,100.0,0.0,117.0,100.0,133.0
