食物,國民市場,鹽埕示範,新興第二,三民第二,左營第四,鼓山第三,楠梓市場,三民第一,苓雅市場,中華市場,旗山第一,鳳山第一,岡山文賢,大寮大發,橋頭市場
蘿蔔,83.0,55.0,58.0,58.0,50.0,50.0,42.0,67.0,66.0,66.0,75.0,,67.0,53.0,58.0
胡蘿蔔,66.0,46.0,50.0,41.0,41.0,41.0,42.0,50.0,50.0,50.0,58.0,,42.0,48.0,50.0
麻竹筍,83.0,83.0,83.0,66.0,58.0,83.0,67.0,100.0,83.0,58.0,67.0,,83.0,78.0,58.0
馬鈴薯,83.0,50.0,58.0,58.0,50.0,50.0,58.0,58.0,66.0,50.0,83.0,,58.0,52.0,50.0
甘藍,58.0,63.0,50.0,66.0,58.0,67.0,50.0,58.0,60.0,58.0,67.0,,58.0,57.0,58.0
小白菜,83.0,58.0,58.0,66.0,50.0,66.0,58.0,67.0,83.1,66.0,75.0,,50.0,55.0,66.0
包心白菜,83.0,60.0,58.0,58.0,58.0,50.0,58.0,67.0,66.0,66.0,83.0,,67.0,58.0,66.0
菠菜,216.0,166.0,150.0,166.0,150.0,150.0,167.0,150.0,183.0,183.0,200.0,,200.0,162.0,166.0
青江白菜,83.0,80.0,67.0,66.0,66.0,66.0,58.0,75.0,66.0,66.0,83.0,,58.0,53.0,66.0
空心菜,83.0,53.0,41.0,41.0,50.0,50.0,58.0,50.0,66.0,50.0,45.0,,58.0,52.0,50.0
青蔥,166.0,136.0,133.0,166.0,100.0,150.0,117.0,150.0,166.0,133.0,160.0,,133.0,112.0,150.0
韭菜,100.0,55.0,50.0,50.0,41.0,50.0,58.0,58.0,58.0,50.0,83.0,,58.0,52.0,50.0
茄子,117.0,67.0,67.0,83.0,50.0,50.0,67.0,67.0,75.0,75.0,117.0,,33.0,48.0,75.0
蕃茄,133.0,120.0,117.0,100.0,83.0,150.0,133.0,133.0,133.0,116.0,133.0,,67.0,88.0,116.0
菜豆,100.0,83.0,58.0,66.0,58.0,83.0,67.0,67.0,83.0,66.0,67.0,,58.0,60.0,66.0
大黃瓜,66.0,50.0,41.0,50.0,33.0,50.0,42.0,41.0,58.0,41.0,58.0,,50.0,46.0,50.0
花椰菜,133.0,106.0,83.0,116.0,83.0,100.0,83.0,100.0,100.0,100.0,133.0,,67.0,85.0,100.0
絲瓜,66.0,42.0,41.0,33.0,33.0,41.0,33.0,41.0,66.0,33.0,58.0,,50.0,41.0,33.0
花胡瓜,100.0,72.0,58.0,66.0,58.0,66.0,50.0,67.0,83.0,83.0,83.0,,67.0,59.0,66.0
苦瓜,100.0,82.0,83.0,66.0,66.0,66.0,67.0,100.0,100.0,83.0,83.0,,83.0,67.0,83.0
青椒,117.0,93.0,83.0,100.0,83.0,83.0,83.0,100.0,116.0,100.0,117.0,,100.0,86.0,100.0
芹菜,200.0,120.0,133.0,166.0,150.0,116.0,133.0,150.0,133.0,150.0,200.0,,133.0,126.0,166.0
四季豆,200.0,142.0,117.0,133.0,100.0,133.0,150.0,150.0,166.0,116.0,166.0,,100.0,118.0,116.0
牛蒡,100.0,83.0,83.0,83.0,66.0,83.0,67.0,83.0,66.0,83.0,100.0,,83.0,78.0,83.0
生薑,133.0,100.0,100.0,100.0,83.0,100.0,83.0,100.0,116.0,116.0,133.0,,100.0,92.0,116.0
芋頭,100.0,83.0,83.0,83.0,75.0,83.0,75.0,91.0,100.0,75.0,100.0,,83.0,79.0,75.0
綠竹筍,133.0,112.0,117.0,116.0,133.0,116.0,133.0,117.0,117.0,116.0,166.0,,117.0,108.0,116.0
洋蔥,66.0,43.0,41.0,50.0,33.0,41.0,42.0,41.0,50.0,50.0,66.0,,50.0,45.0,50.0
綠蘆筍,300.0,200.0,0.0,233.0,183.0,0.0,267.0,0.0,0.0,0.0,300.0,,0.0,0.0,0.0
筊白筍,267.0,186.0,183.0,166.0,166.0,166.0,217.0,217.0,200.0,216.0,183.0,,200.0,0.0,216.0
大芥菜,117.0,63.0,58.0,75.0,66.0,50.0,67.0,67.0,67.0,66.0,100.0,,58.0,65.0,66.0
青蒜,166.0,183.0,183.0,166.0,150.0,166.0,133.0,200.0,166.0,166.0,200.0,,167.0,160.0,166.0
