食物,國民市場,鹽埕示範,新興第二,三民第二,左營第四,鼓山第三,楠梓市場,三民第一,苓雅市場,中華市場,旗山第一,鳳山第一,岡山文賢,大寮大發,橋頭市場
蘿蔔,50.0,31.0,33.0,33.0,25.0,33.0,25.0,42.0,33.0,33.0,35.0,,33.0,30.0,
胡蘿蔔,50.0,33.0,33.0,41.0,25.0,33.0,33.0,41.0,41.0,41.0,35.0,,25.0,29.0,
麻竹筍,0.0,0.0,0.0,0.0,66.0,0.0,100.0,0.0,0.0,0.0,0.0,,67.0,0.0,
馬鈴薯,66.0,50.0,41.0,50.0,33.0,50.0,50.0,58.0,58.0,50.0,42.0,,42.0,41.0,
甘藍,33.0,21.0,17.0,17.0,15.0,25.0,17.0,25.0,25.0,17.0,17.0,,13.0,16.0,
小白菜,66.0,46.0,41.0,41.0,33.0,33.0,33.0,50.0,50.0,50.0,35.0,,33.0,36.0,
包心白菜,50.0,32.0,30.0,33.0,20.0,33.0,33.0,41.0,41.0,33.0,25.0,,17.0,28.0,
菠菜,66.0,43.0,41.0,41.0,33.0,50.0,50.0,48.0,50.0,41.0,35.0,,25.0,38.0,
青江白菜,66.0,40.0,41.0,41.0,33.0,50.0,50.0,50.0,50.0,50.0,35.0,,33.0,37.0,
空心菜,83.0,50.0,33.0,50.0,33.0,41.0,33.0,41.0,50.0,50.0,25.0,,33.0,35.0,
青蔥,83.0,55.0,50.0,50.0,33.0,50.0,42.0,58.0,50.0,50.0,42.0,,33.0,43.0,
韭菜,66.0,50.0,41.0,41.0,33.0,50.0,50.0,50.0,60.0,50.0,42.0,,42.0,38.0,
茄子,83.0,41.0,41.0,33.0,25.0,41.0,50.0,50.0,50.0,33.0,33.0,,25.0,30.0,
蕃茄,83.0,38.0,33.0,30.0,25.0,41.0,33.0,41.0,50.0,41.0,33.0,,25.0,36.0,
菜豆,100.0,60.0,67.0,66.0,41.0,66.0,67.0,67.0,75.0,66.0,42.0,,42.0,47.0,
大黃瓜,50.0,33.0,33.0,33.0,25.0,50.0,33.0,41.0,41.0,25.0,40.0,,33.0,32.0,
花椰菜,83.0,50.0,41.0,33.0,25.0,50.0,42.0,50.0,60.0,33.0,42.0,,50.0,49.0,
絲瓜,66.0,33.0,25.0,33.0,25.0,41.0,33.0,33.0,33.0,25.0,25.0,,42.0,30.0,
花胡瓜,100.0,60.0,58.0,58.0,41.0,58.0,42.0,67.0,80.0,66.0,50.0,,50.0,52.0,
苦瓜,100.0,67.0,58.0,66.0,50.0,66.0,50.0,67.0,75.0,58.0,67.0,,67.0,63.0,
青椒,83.0,50.0,41.0,50.0,41.0,50.0,33.0,58.0,50.0,50.0,50.0,,33.0,43.0,
芹菜,100.0,78.0,67.0,66.0,58.0,66.0,58.0,83.0,66.0,83.0,92.0,,83.0,75.0,
四季豆,133.0,83.0,83.0,66.0,58.0,83.0,83.0,100.0,100.0,83.0,83.0,,67.0,81.0,
牛蒡,83.0,75.0,67.0,83.0,58.0,83.0,50.0,67.0,66.0,83.0,83.0,,83.0,80.0,
生薑,133.0,91.0,83.0,100.0,75.0,100.0,100.0,117.0,116.0,100.0,60.0,,58.0,76.0,
芋頭,117.0,80.0,83.0,83.0,75.0,83.0,83.0,83.0,100.0,91.0,83.0,,83.0,79.0,
