食物,國民市場,鹽埕示範,新興第二,三民第二,左營第四,鼓山第三,楠梓市場,三民第一,苓雅市場,中華市場,旗山第一,鳳山第一,岡山文賢,大寮大發,橋頭市場
蘿蔔,,,,,,,50.0,,,,,,,,
胡蘿蔔,,,,,,,100.0,,,,,,,,
麻竹筍,,,,,,,0.0,,,,,,,,
馬鈴薯,,,,,,,75.0,,,,,,,,
甘藍,,,,,,,67.0,,,,,,,,
小白菜,,,,,,,67.0,,,,,,,,
包心白菜,,,,,,,67.0,,,,,,,,
菠菜,,,,,,,83.0,,,,,,,,
青江白菜,,,,,,,67.0,,,,,,,,
空心菜,,,,,,,67.0,,,,,,,,
青蔥,,,,,,,100.0,,,,,,,,
韭菜,,,,,,,83.0,,,,,,,,
茄子,,,,,,,100.0,,,,,,,,
蕃茄,,,,,,,100.0,,,,,,,,
菜豆,,,,,,,100.0,,,,,,,,
大黃瓜,,,,,,,33.0,,,,,,,,
花椰菜,,,,,,,83.0,,,,,,,,
絲瓜,,,,,,,67.0,,,,,,,,
花胡瓜,,,,,,,83.0,,,,,,,,
苦瓜,,,,,,,100.0,,,,,,,,
青椒,,,,,,,167.0,,,,,,,,
芹菜,,,,,,,100.0,,,,,,,,
四季豆,,,,,,,133.0,,,,,,,,
牛蒡,,,,,,,83.0,,,,,,,,
生薑,,,,,,,133.0,,,,,,,,
芋頭,,,,,,,117.0,,,,,,,,
綠竹筍,,,,,,,0.0,,,,,,,,
洋蔥,,,,,,,67.0,,,,,,,,
綠蘆筍,,,,,,,267.0,,,,,,,,
筊白筍,,,,,,,267.0,,,,,,,,
大芥菜,,,,,,,83.0,,,,,,,,
青蒜,,,,,,,200.0,,,,,,,,
蒜頭,,,,,,,333.0,,,,,,,,
甘藍芽,,,,,,,0.0,,,,,,,,
芥藍,,,,,,,75.0,,,,,,,,
莧菜,,,,,,,67.0,,,,,,,,
本島萵苣,,,,,,,83.0,,,,,,,,
萵苣,,,,,,,67.0,,,,,,,,
茼蒿,,,,,,,117.0,,,,,,,,
青花苔,,,,,,,133.0,,,,,,,,
金針菜乾,,,,,,,750.0,,,,,,,,
冬瓜,,,,,,,58.0,,,,,,,,
扁蒲,,,,,,,75.0,,,,,,,,
甜碗豆,,,,,,,267.0,,,,,,,,
碗豆,,,,,,,267.0,,,,,,,,
甜玉米,,,,,,,83.0,,,,,,,,
香菇乾,,,,,,,1,833.0,,,,,,,,
香菇溼,,,,,,,200.0,,,,,,,,
黑色木耳,,,,,,,133.0,,,,,,,,
香蕉,,,,,,,100.0,,,,,,,,
鳳梨17號,,,,,,,50.0,,,,,,,,
番石榴世紀,,,,,,,0.0,,,,,,,,
木瓜,,,,,,,117.0,,,,,,,,
小西瓜,,,,,,,42.0,,,,,,,,
甜瓜,,,,,,,83.0,,,,,,,,
洋香瓜,,,,,,,100.0,,,,,,,,
海梨柑,,,,,,,0.0,,,,,,,,
文旦,,,,,,,0.0,,,,,,,,
柳橙,,,,,,,42.0,,,,,,,,
椪柑,,,,,,,83.0,,,,,,,,
楊桃,,,,,,,0.0,,,,,,,,
蓮霧,,,,,,,117.0,,,,,,,,
鶯歌桃,,,,,,,0.0,,,,,,,,
紅柿子,,,,,,,0.0,,,,,,,,
巨峰葡萄,,,,,,,200.0,,,,,,,,
黑葉荔枝,,,,,,,0.0,,,,,,,,
在來芒果,,,,,,,0.0,,,,,,,,
新世紀梨,,,,,,,0.0,,,,,,,,
棗子,,,,,,,0.0,,,,,,,,
紅肉李,,,,,,,0.0,,,,,,,,
玉李,,,,,,,0.0,,,,,,,,
荔枝玉荷,,,,,,,0.0,,,,,,,,
鳳梨開英,,,,,,,0.0,,,,,,,,
桶柑,,,,,,,0.0,,,,,,,,
檸檬,,,,,,,100.0,,,,,,,,
茂谷柑,,,,,,,133.0,,,,,,,,
白柚,,,,,,,0.0,,,,,,,,
甜桃,,,,,,,0.0,,,,,,,,
水蜜桃,,,,,,,0.0,,,,,,,,
牛心柿,,,,,,,0.0,,,,,,,,
甜柿,,,,,,,133.0,,,,,,,,
橫山梨,,,,,,,0.0,,,,,,,,
新興梨,,,,,,,167.0,,,,,,,,
大西瓜,,,,,,,0.0,,,,,,,,
無子西瓜,,,,,,,0.0,,,,,,,,
枇杷,,,,,,,0.0,,,,,,,,
番石榴珍珠,,,,,,,100.0,,,,,,,,
金煌芒果,,,,,,,0.0,,,,,,,,
愛文芒果,,,,,,,0.0,,,,,,,,
釋迦,,,,,,,117.0,,,,,,,,
龍眼,,,,,,,0.0,,,,,,,,
虱目魚,,,,,,,150.0,,,,,,,,
吳郭魚,,,,,,,117.0,,,,,,,,
鰱魚,,,,,,,0.0,,,,,,,,
赤宗,,,,,,,750.0,,,,,,,,
加臘,,,,,,,640.0,,,,,,,,
盤仔魚,,,,,,,750.0,,,,,,,,
白鯧,,,,,,,800.0,,,,,,,,
旗魚,,,,,,,580.0,,,,,,,,
鮪魚,,,,,,,0.0,,,,,,,,
肉魚,,,,,,,667.0,,,,,,,,
紅目鰱,,,,,,,833.0,,,,,,,,
烏賊,,,,,,,400.0,,,,,,,,
白帶魚,,,,,,,267.0,,,,,,,,
鯖魚,,,,,,,267.0,,,,,,,,
白口,,,,,,,400.0,,,,,,,,
海鰻,,,,,,,500.0,,,,,,,,
金線魚,,,,,,,580.0,,,,,,,,
黃花魚,,,,,,,580.0,,,,,,,,
黑鯧,,,,,,,500.0,,,,,,,,
草蝦,,,,,,,600.0,,,,,,,,
厚殼蝦,,,,,,,333.0,,,,,,,,
里肌肉,,,,,,,233.0,,,,,,,,
後腿肉,,,,,,,217.0,,,,,,,,
五花肉,,,,,,,233.0,,,,,,,,
牛腱,,,,,,,0.0,,,,,,,,0.0
腿肉,,,,,,,0.0,,,,,,,,0.0
腩肉,,,,,,,0.0,,,,,,,,0.0
肉雞,,,,,,,0.0,,,,,,,,
土雞,,,,,,,267.0,,,,,,,,
仿雞,,,,,,,250.0,,,,,,,,
鴨子,,,,,,,167.0,,,,,,,,
雞,,,,,,,53.0,,,,,,,,
鴨,,,,,,,83.0,,,,,,,,
