食物,國民市場,鹽埕示範,新興第二,三民第二,左營第四,鼓山第三,楠梓市場,三民第一,苓雅市場,中華市場,旗山第一,鳳山第一,岡山文賢,大寮大發,橋頭市場
蘿蔔,,,,,33.0,,,,,,,,,,
胡蘿蔔,,,,,55.0,,,,,,,,,,
麻竹筍,,,,,0.0,,,,,,,,,,
馬鈴薯,,,,,55.0,,,,,,,,,,
甘藍,,,,,25.0,,,,,,,,,,
小白菜,,,,,50.0,,,,,,,,,,
包心白菜,,,,,41.0,,,,,,,,,,
菠菜,,,,,58.0,,,,,,,,,,
青江白菜,,,,,50.0,,,,,,,,,,
空心菜,,,,,41.0,,,,,,,,,,
青蔥,,,,,75.0,,,,,,,,,,
韭菜,,,,,58.0,,,,,,,,,,
茄子,,,,,67.0,,,,,,,,,,
蕃茄,,,,,75.0,,,,,,,,,,
菜豆,,,,,83.0,,,,,,,,,,
大黃瓜,,,,,35.0,,,,,,,,,,
花椰菜,,,,,60.0,,,,,,,,,,
絲瓜,,,,,41.0,,,,,,,,,,
花胡瓜,,,,,58.0,,,,,,,,,,
苦瓜,,,,,58.0,,,,,,,,,,
青椒,,,,,75.0,,,,,,,,,,
芹菜,,,,,100.0,,,,,,,,,,
四季豆,,,,,100.0,,,,,,,,,,
牛蒡,,,,,83.0,,,,,,,,,,
生薑,,,,,116.0,,,,,,,,,,
芋頭,,,,,75.0,,,,,,,,,,
綠竹筍,,,,,0.0,,,,,,,,,,
洋蔥,,,,,50.0,,,,,,,,,,
綠蘆筍,,,,,0.0,,,,,,,,,,
筊白筍,,,,,217.0,,,,,,,,,,
大芥菜,,,,,50.0,,,,,,,,,,
青蒜,,,,,150.0,,,,,,,,,,
蒜頭,,,,,167.0,,,,,,,,,,
甘藍芽,,,,,100.0,,,,,,,,,,
芥藍,,,,,58.0,,,,,,,,,,
莧菜,,,,,75.0,,,,,,,,,,
本島萵苣,,,,,75.0,,,,,,,,,,
萵苣,,,,,50.0,,,,,,,,,,
茼蒿,,,,,75.0,,,,,,,,,,
