食物,國民市場,鹽埕示範,新興第二,三民第二,左營第四,鼓山第三,楠梓市場,三民第一,苓雅市場,中華市場,旗山第一,鳳山第一,岡山文賢,大寮大發,橋頭市場
蘿蔔,,,,,,,,0.0,,,,,,,42.0
胡蘿蔔,,,,,,,,0.0,,,,,,,33.0
麻竹筍,,,,,,,,0.0,,,,,,,0.0
馬鈴薯,,,,,,,,0.0,,,,,,,58.0
甘藍,,,,,,,,0.0,,,,,,,25.0
小白菜,,,,,,,,0.0,,,,,,,42.0
包心白菜,,,,,,,,0.0,,,,,,,33.0
菠菜,,,,,,,,0.0,,,,,,,50.0
青江白菜,,,,,,,,0.0,,,,,,,50.0
空心菜,,,,,,,,0.0,,,,,,,67.0
青蔥,,,,,,,,0.0,,,,,,,42.0
韭菜,,,,,,,,0.0,,,,,,,58.0
茄子,,,,,,,,0.0,,,,,,,58.0
蕃茄,,,,,,,,0.0,,,,,,,50.0
菜豆,,,,,,,,0.0,,,,,,,75.0
大黃瓜,,,,,,,,0.0,,,,,,,58.0
花椰菜,,,,,,,,0.0,,,,,,,58.0
絲瓜,,,,,,,,0.0,,,,,,,58.0
花胡瓜,,,,,,,,0.0,,,,,,,58.0
苦瓜,,,,,,,,0.0,,,,,,,83.0
青椒,,,,,,,,0.0,,,,,,,67.0
芹菜,,,,,,,,0.0,,,,,,,83.0
四季豆,,,,,,,,0.0,,,,,,,83.0
牛蒡,,,,,,,,0.0,,,,,,,83.0
生薑,,,,,,,,0.0,,,,,,,83.0
芋頭,,,,,,,,0.0,,,,,,,75.0
綠竹筍,,,,,,,,0.0,,,,,,,0.0
洋蔥,,,,,,,,0.0,,,,,,,50.0
綠蘆筍,,,,,,,,0.0,,,,,,,0.0
筊白筍,,,,,,,,0.0,,,,,,,0.0
大芥菜,,,,,,,,0.0,,,,,,,42.0
青蒜,,,,,,,,0.0,,,,,,,100.0
蒜頭,,,,,,,,0.0,,,,,,,200.0
甘藍芽,,,,,,,,0.0,,,,,,,100.0
芥藍,,,,,,,,0.0,,,,,,,58.0
莧菜,,,,,,,,0.0,,,,,,,50.0
本島萵苣,,,,,,,,0.0,,,,,,,33.0
萵苣,,,,,,,,0.0,,,,,,,42.0
茼蒿,,,,,,,,0.0,,,,,,,50.0
青花苔,,,,,,,,0.0,,,,,,,67.0
金針菜乾,,,,,,,,0.0,,,,,,,750.0
冬瓜,,,,,,,,0.0,,,,,,,30.0
扁蒲,,,,,,,,0.0,,,,,,,50.0
甜碗豆,,,,,,,,0.0,,,,,,,100.0
碗豆,,,,,,,,0.0,,,,,,,100.0
甜玉米,,,,,,,,0.0,,,,,,,42.0
香菇乾,,,,,,,,0.0,,,,,,,1,166.0
香菇溼,,,,,,,,0.0,,,,,,,167.0
黑色木耳,,,,,,,,0.0,,,,,,,125.0
香蕉,,,,,,,,,,,,,,,65.0
鳳梨17號,,,,,,,,,,,,,,,32.0
番石榴世紀,,,,,,,,,,,,,,,65.0
木瓜,,,,,,,,,,,,,,,48.0
小西瓜,,,,,,,,,,,,,,,28.0
甜瓜,,,,,,,,,,,,,,,82.0
洋香瓜,,,,,,,,,,,,,,,98.0
海梨柑,,,,,,,,,,,,,,,48.0
文旦,,,,,,,,,,,,,,,0.0
柳橙,,,,,,,,,,,,,,,28.0
椪柑,,,,,,,,,,,,,,,82.0
楊桃,,,,,,,,,,,,,,,42.0
蓮霧,,,,,,,,,,,,,,,115.0
鶯歌桃,,,,,,,,,,,,,,,0.0
紅柿子,,,,,,,,,,,,,,,0.0
巨峰葡萄,,,,,,,,,,,,,,,148.0
黑葉荔枝,,,,,,,,,,,,,,,0.0
在來芒果,,,,,,,,,,,,,,,0.0
新世紀梨,,,,,,,,,,,,,,,0.0
棗子,,,,,,,,,,,,,,,115.0
紅肉李,,,,,,,,,,,,,,,0.0
玉李,,,,,,,,,,,,,,,0.0
荔枝玉荷,,,,,,,,,,,,,,,0.0
鳳梨開英,,,,,,,,,,,,,,,0.0
桶柑,,,,,,,,,,,,,,,65.0
檸檬,,,,,,,,,,,,,,,98.0
茂谷柑,,,,,,,,,,,,,,,98.0
白柚,,,,,,,,,,,,,,,48.0
甜桃,,,,,,,,,,,,,,,200.0
水蜜桃,,,,,,,,,,,,,,,0.0
牛心柿,,,,,,,,,,,,,,,0.0
甜柿,,,,,,,,,,,,,,,250.0
橫山梨,,,,,,,,,,,,,,,0.0
新興梨,,,,,,,,,,,,,,,115.0
大西瓜,,,,,,,,,,,,,,,32.0
無子西瓜,,,,,,,,,,,,,,,0.0
枇杷,,,,,,,,,,,,,,,0.0
番石榴珍珠,,,,,,,,,,,,,,,65.0
金煌芒果,,,,,,,,,,,,,,,0.0
愛文芒果,,,,,,,,,,,,,,,0.0
釋迦,,,,,,,,,,,,,,,115.0
龍眼,,,,,,,,,,,,,,,0.0
虱目魚,,,,,,,,,,,142.0,,,,133.0
吳郭魚,,,,,,,,,,,117.0,,,,133.0
鰱魚,,,,,,,,,,,0.0,,,,0.0
赤宗,,,,,,,,,,,0.0,,,,500.0
加臘,,,,,,,,,,,250.0,,,,0.0
盤仔魚,,,,,,,,,,,380.0,,,,400.0
白鯧,,,,,,,,,,,0.0,,,,500.0
旗魚,,,,,,,,,,,280.0,,,,300.0
鮪魚,,,,,,,,,,,330.0,,,,333.0
肉魚,,,,,,,,,,,400.0,,,,333.0
紅目鰱,,,,,,,,,,,460.0,,,,400.0
烏賊,,,,,,,,,,,235.0,,,,266.0
白帶魚,,,,,,,,,,,300.0,,,,300.0
鯖魚,,,,,,,,,,,0.0,,,,0.0
白口,,,,,,,,,,,221.0,,,,233.0
海鰻,,,,,,,,,,,0.0,,,,0.0
金線魚,,,,,,,,,,,320.0,,,,400.0
黃花魚,,,,,,,,,,,260.0,,,,0.0
黑鯧,,,,,,,,,,,355.0,,,,300.0
草蝦,,,,,,,,,,,0.0,,,,0.0
厚殼蝦,,,,,,,,,,,0.0,,,,200.0
里肌肉,,,,,,,,,,,,,,,167.0
後腿肉,,,,,,,,,,,,,,,167.0
五花肉,,,,,,,,,,,,,,,167.0
牛腱,,,,,,,,,,,0.0,,,,258.0
腿肉,,,,,,,,,,,0.0,,,,300.0
腩肉,,,,,,,,,,,0.0,,,,275.0
肉雞,,,,,,,,,,,,,,,0.0
土雞,,,,,,,,,,,,,,,200.0
仿雞,,,,,,,,,,,,,,,150.0
鴨子,,,,,,,,,,,,,,,133.0
雞,,,,,,,,,,,,,,,53.0
鴨,,,,,,,,,,,,,,,0.0
