食物,國民市場,鹽埕示範,新興第二,三民第二,左營第四,鼓山第三,楠梓市場,三民第一,苓雅市場,中華市場,旗山第一,鳳山第一,岡山文賢,大寮大發,橋頭市場
蘿蔔,66.0,47.0,50.0,50.0,41.0,83.0,50.0,50.0,50.0,50.0,40.0,41.0,33.0,48.0,66.0
胡蘿蔔,116.0,100.0,100.0,100.0,83.0,83.0,100.0,100.0,100.0,108.0,80.0,50.0,92.0,82.0,100.0
麻竹筍,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
馬鈴薯,116.0,83.0,67.0,83.0,58.0,83.0,75.0,67.0,83.0,83.0,64.0,50.0,67.0,62.0,83.0
甘藍,66.0,83.0,41.0,58.0,35.0,66.0,67.0,41.0,83.0,50.0,50.0,33.0,25.0,46.0,58.0
小白菜,100.0,63.0,67.0,66.0,58.0,83.0,67.0,67.0,66.0,66.0,43.0,42.0,33.0,52.0,66.0
包心白菜,66.0,52.0,45.0,50.0,45.0,83.0,67.0,50.0,50.0,50.0,50.0,42.0,33.0,48.0,66.0
菠菜,108.0,85.0,75.0,75.0,58.0,116.0,83.0,83.0,83.0,83.0,70.0,67.0,67.0,72.0,83.0
青江白菜,100.0,67.0,67.0,66.0,58.0,100.0,67.0,67.0,67.0,66.0,52.0,42.0,33.0,54.0,83.0
空心菜,83.0,63.0,67.0,58.0,58.0,83.0,67.0,67.0,66.0,66.0,50.0,42.0,42.0,48.0,66.0
青蔥,133.0,108.0,100.0,116.0,92.0,163.0,100.0,100.0,100.0,116.0,98.0,75.0,83.0,96.0,150.0
韭菜,116.0,67.0,58.0,66.0,58.0,100.0,83.0,58.0,83.0,83.0,65.0,50.0,50.0,60.0,83.0
茄子,133.0,91.0,108.0,83.0,92.0,116.0,100.0,100.0,100.0,83.0,85.0,66.0,75.0,72.0,83.0
蕃茄,183.0,167.0,167.0,166.0,150.0,133.0,100.0,167.0,183.0,166.0,100.0,83.0,142.0,144.0,166.0
菜豆,166.0,100.0,92.0,100.0,83.0,100.0,100.0,108.0,100.0,100.0,85.0,83.0,100.0,90.0,100.0
大黃瓜,58.0,42.0,33.0,41.0,33.0,133.0,33.0,33.0,33.0,33.0,40.0,33.0,20.0,38.0,41.0
花椰菜,116.0,86.0,83.0,83.0,75.0,116.0,83.0,83.0,83.0,83.0,85.0,0.0,42.0,80.0,100.0
絲瓜,66.0,63.0,50.0,66.0,50.0,83.0,67.0,58.0,66.0,66.0,56.0,50.0,50.0,52.0,66.0
花胡瓜,100.0,72.0,67.0,83.0,67.0,83.0,83.0,75.0,67.0,66.0,60.0,42.0,42.0,56.0,66.0
苦瓜,133.0,108.0,100.0,100.0,83.0,133.0,100.0,100.0,100.0,100.0,90.0,83.0,100.0,92.0,100.0
青椒,150.0,110.0,83.0,116.0,83.0,116.0,167.0,117.0,116.0,100.0,90.0,58.0,100.0,88.0,116.0
芹菜,200.0,100.0,100.0,100.0,100.0,183.0,100.0,108.0,100.0,100.0,112.0,100.0,100.0,100.0,100.0
四季豆,166.0,150.0,117.0,133.0,108.0,200.0,133.0,133.0,133.0,133.0,0.0,133.0,150.0,0.0,150.0
牛蒡,116.0,83.0,67.0,83.0,67.0,83.0,83.0,83.0,83.0,83.0,70.0,67.0,63.0,68.0,83.0
生薑,166.0,133.0,108.0,133.0,108.0,116.0,133.0,117.0,133.0,133.0,110.0,75.0,117.0,100.0,150.0
芋頭,116.0,100.0,133.0,100.0,117.0,116.0,117.0,116.0,100.0,100.0,85.0,83.0,0.0,0.0,100.0
綠竹筍,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
洋蔥,83.0,63.0,58.0,66.0,58.0,66.0,67.0,58.0,66.0,66.0,56.0,50.0,33.0,52.0,66.0
綠蘆筍,400.0,250.0,0.0,0.0,0.0,0.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
筊白筍,267.0,267.0,267.0,266.0,250.0,116.0,267.0,267.0,267.0,283.0,0.0,200.0,0.0,0.0,250.0
大芥菜,100.0,83.0,67.0,75.0,58.0,100.0,83.0,67.0,83.0,83.0,0.0,0.0,33.0,62.0,83.0
青蒜,233.0,186.0,200.0,183.0,183.0,133.0,200.0,200.0,167.0,200.0,150.0,116.0,150.0,152.0,200.0
蒜頭,400.0,333.0,300.0,333.0,333.0,350.0,333.0,300.0,333.0,333.0,266.0,250.0,200.0,268.0,350.0
甘藍芽,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
芥藍,133.0,72.0,75.0,75.0,67.0,116.0,75.0,75.0,67.0,66.0,65.0,0.0,42.0,62.0,66.0
莧菜,116.0,76.0,75.0,66.0,67.0,100.0,67.0,75.0,66.0,66.0,65.0,42.0,50.0,62.0,66.0
本島萵苣,100.0,83.0,75.0,83.0,75.0,0.0,83.0,83.0,83.0,83.0,0.0,67.0,42.0,0.0,100.0
萵苣,83.0,66.0,67.0,83.0,58.0,0.0,67.0,67.0,67.0,66.0,0.0,0.0,0.0,0.0,66.0
茼蒿,133.0,0.0,100.0,100.0,92.0,0.0,117.0,117.0,116.0,116.0,0.0,67.0,83.0,0.0,116.0
青花苔,133.0,95.0,92.0,0.0,83.0,0.0,133.0,100.0,0.0,0.0,0.0,83.0,50.0,0.0,0.0
金針菜乾,900.0,800.0,800.0,800.0,533.0,800.0,750.0,800.0,800.0,800.0,0.0,750.0,750.0,0.0,800.0
冬瓜,83.0,58.0,58.0,50.0,58.0,58.0,58.0,58.0,58.0,58.0,43.0,42.0,50.0,48.0,50.0
扁蒲,83.0,63.0,0.0,58.0,67.0,0.0,75.0,83.0,66.0,66.0,0.0,0.0,50.0,0.0,66.0
甜碗豆,200.0,166.0,167.0,0.0,167.0,0.0,267.0,183.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0
碗豆,200.0,166.0,167.0,0.0,167.0,0.0,267.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
甜玉米,100.0,91.0,100.0,83.0,83.0,108.0,83.0,92.0,83.0,83.0,73.0,58.0,92.0,78.0,100.0
香菇乾,1,800.0,1,666.0,1,670.0,1,666.0,1,670.0,1,670.0,1,833.0,1,667.0,1,667.0,1,667.0,0.0,1,250.0,1,250.0,0.0,1,667.0
香菇溼,216.0,200.0,200.0,200.0,167.0,200.0,200.0,200.0,200.0,200.0,166.0,133.0,183.0,168.0,200.0
黑色木耳,200.0,133.0,133.0,116.0,133.0,133.0,133.0,116.0,116.0,116.0,100.0,100.0,133.0,128.0,116.0
香蕉,108.0,100.0,108.0,100.0,100.0,75.0,100.0,108.0,100.0,100.0,67.0,0.0,125.0,98.0,100.0
鳳梨17號,41.0,50.0,50.0,50.0,50.0,58.0,50.0,50.0,50.0,50.0,50.0,0.0,48.0,44.0,50.0
番石榴世紀,108.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,15.0,0.0,0.0
木瓜,125.0,100.0,117.0,116.0,100.0,92.0,117.0,117.0,117.0,116.0,75.0,0.0,115.0,100.0,100.0
小西瓜,38.0,42.0,33.0,41.0,30.0,41.0,42.0,35.0,35.0,40.0,30.0,0.0,32.0,36.0,41.0
甜瓜,0.0,0.0,67.0,83.0,58.0,0.0,83.0,75.0,75.0,0.0,93.0,0.0,98.0,70.0,0.0
洋香瓜,92.0,95.0,100.0,100.0,100.0,83.0,100.0,117.0,100.0,100.0,90.0,0.0,98.0,96.0,100.0
海梨柑,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0
文旦,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
柳橙,58.0,50.0,50.0,50.0,50.0,58.0,42.0,41.0,50.0,58.0,42.0,0.0,48.0,46.0,58.0
椪柑,75.0,83.0,83.0,75.0,75.0,83.0,83.0,83.0,66.0,66.0,65.0,0.0,82.0,68.0,83.0
楊桃,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0
蓮霧,200.0,117.0,0.0,116.0,0.0,0.0,117.0,0.0,0.0,116.0,0.0,0.0,200.0,0.0,0.0
鶯歌桃,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
