食物,國民市場,鹽埕示範,新興第二,三民第二,左營第四,鼓山第三,楠梓市場,三民第一,苓雅市場,中華市場,旗山第一,鳳山第一,岡山文賢,大寮大發,橋頭市場
蘿蔔,,,33.0,41.0,33.0,41.0,33.0,42.0,41.0,33.0,,25.0,42.0,32.0,41.0
胡蘿蔔,,,41.0,41.0,35.0,50.0,33.0,42.0,41.0,41.0,,20.0,25.0,30.0,41.0
麻竹筍,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0
馬鈴薯,,,41.0,58.0,41.0,58.0,42.0,58.0,50.0,58.0,,33.0,45.0,43.0,50.0
甘藍,,,30.0,41.0,25.0,41.0,25.0,33.0,33.0,33.0,,25.0,20.0,24.0,33.0
小白菜,,,50.0,58.0,41.0,75.0,50.0,67.0,66.0,66.0,,33.0,50.0,36.0,66.0
包心白菜,,,41.0,41.0,35.0,41.0,25.0,50.0,50.0,41.0,,33.0,58.0,36.0,41.0
菠菜,,,67.0,58.0,58.0,50.0,50.0,75.0,66.0,50.0,,50.0,50.0,48.0,50.0
青江白菜,,,50.0,66.0,41.0,66.0,33.0,68.0,66.0,66.0,,33.0,50.0,40.0,58.0
空心菜,,,41.0,50.0,41.0,50.0,42.0,50.0,58.0,50.0,,33.0,42.0,34.0,50.0
青蔥,,,67.0,66.0,66.0,66.0,58.0,72.0,67.0,66.0,,50.0,50.0,50.0,66.0
韭菜,,,50.0,58.0,50.0,58.0,50.0,67.0,66.0,58.0,,42.0,58.0,52.0,50.0
茄子,,,67.0,58.0,66.0,63.0,67.0,67.0,66.0,50.0,,42.0,33.0,50.0,50.0
蕃茄,,,50.0,58.0,50.0,66.0,50.0,67.0,66.0,50.0,,42.0,42.0,44.0,50.0
菜豆,,,83.0,0.0,75.0,83.0,117.0,117.0,116.0,100.0,,67.0,75.0,0.0,0.0
大黃瓜,,,50.0,50.0,35.0,50.0,50.0,58.0,50.0,41.0,,33.0,42.0,44.0,41.0
花椰菜,,,67.0,66.0,58.0,66.0,50.0,67.0,77.0,58.0,,50.0,67.0,56.0,58.0
絲瓜,,,41.0,50.0,41.0,41.0,42.0,58.0,50.0,41.0,,42.0,50.0,48.0,41.0
花胡瓜,,,75.0,66.0,58.0,50.0,67.0,83.0,83.0,66.0,,38.0,67.0,50.0,66.0
苦瓜,,,83.0,83.0,67.0,83.0,83.0,133.0,100.0,83.0,,50.0,75.0,76.0,83.0
青椒,,,67.0,83.0,58.0,83.0,58.0,75.0,67.0,66.0,,42.0,67.0,52.0,83.0
芹菜,,,75.0,83.0,83.0,100.0,83.0,83.0,83.0,100.0,,58.0,83.0,72.0,83.0
四季豆,,,100.0,116.0,83.0,133.0,100.0,150.0,133.0,100.0,,83.0,117.0,0.0,100.0
牛蒡,,,58.0,83.0,83.0,83.0,75.0,75.0,83.0,83.0,,42.0,83.0,78.0,83.0
生薑,,,133.0,116.0,116.0,100.0,117.0,117.0,116.0,116.0,,92.0,100.0,102.0,100.0
芋頭,,,75.0,83.0,83.0,100.0,83.0,83.0,83.0,83.0,,58.0,83.0,0.0,83.0
綠竹筍,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
洋蔥,,,41.0,50.0,50.0,41.0,33.0,50.0,50.0,41.0,,25.0,42.0,36.0,41.0
綠蘆筍,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
筊白筍,,,200.0,0.0,183.0,0.0,250.0,200.0,200.0,233.0,,0.0,0.0,0.0,216.0
大芥菜,,,50.0,58.0,41.0,83.0,58.0,50.0,50.0,50.0,,0.0,50.0,46.0,50.0
青蒜,,,100.0,100.0,92.0,116.0,83.0,133.0,100.0,100.0,,67.0,67.0,86.0,100.0
蒜頭,,,150.0,183.0,166.0,166.0,167.0,150.0,200.0,200.0,,100.0,167.0,146.0,166.0
甘藍芽,,,117.0,116.0,100.0,133.0,133.0,150.0,0.0,100.0,,0.0,0.0,0.0,116.0
芥藍,,,67.0,66.0,50.0,83.0,0.0,67.0,66.0,66.0,,42.0,50.0,52.0,66.0
莧菜,,,67.0,58.0,58.0,66.0,58.0,67.0,58.0,50.0,,33.0,58.0,0.0,50.0
本島萵苣,,,58.0,66.0,50.0,83.0,67.0,67.0,83.0,66.0,,42.0,75.0,0.0,50.0
萵苣,,,50.0,66.0,41.0,66.0,42.0,67.0,66.0,66.0,,0.0,0.0,0.0,50.0
茼蒿,,,0.0,83.0,0.0,66.0,50.0,0.0,83.0,83.0,,42.0,0.0,0.0,0.0
青花苔,,,58.0,50.0,58.0,58.0,50.0,58.0,83.0,50.0,,50.0,75.0,0.0,41.0
金針菜乾,,,533.0,533.0,533.0,533.0,583.0,533.0,533.0,800.0,,750.0,750.0,0.0,800.0
冬瓜,,,33.0,33.0,33.0,41.0,33.0,42.0,50.0,41.0,,20.0,33.0,30.0,41.0
扁蒲,,,0.0,41.0,50.0,50.0,0.0,0.0,0.0,41.0,,42.0,0.0,0.0,41.0
甜碗豆,,,150.0,116.0,100.0,133.0,117.0,150.0,166.0,116.0,,0.0,117.0,0.0,100.0
碗豆,,,167.0,116.0,116.0,133.0,117.0,167.0,166.0,133.0,,0.0,133.0,0.0,133.0
甜玉米,,,58.0,50.0,66.0,58.0,67.0,75.0,66.0,50.0,,42.0,50.0,52.0,50.0
