2013-05-03,104 台北二,8.1,5.9,3.2,5.8,415
2013-05-04,104 台北二,18,18,18,18,90
2013-05-05,104 台北二,9.8,5.9,5,6.5,635
2013-05-07,104 台北二,13,9.3,5.9,9.4,420
2013-05-08,104 台北二,15.4,7.8,5.4,8.9,887
2013-05-09,104 台北二,9.8,6,5,6.5,571
2013-05-10,104 台北二,5.2,4,4,4.2,415
2013-05-11,104 台北二,6.1,4.1,3,4.3,570
2013-05-12,104 台北二,7.1,5.9,3,5.6,438
2013-05-14,104 台北二,7.3,3.1,3,3.9,480
2013-05-15,104 台北二,10.9,4.1,4,5.4,401
2013-05-16,104 台北二,12.4,3.8,2.5,5.2,389
2013-05-17,104 台北二,8,6.2,3,5.9,166
2013-05-18,104 台北二,16,15.7,15,15.6,71
2013-05-19,104 台北二,10,9.3,8,9.2,125
2013-05-21,104 台北二,16.3,5,5,7.3,80
2013-05-22,104 台北二,16,15.5,13,15.1,85
2013-05-23,104 台北二,13,12.8,12,12.7,90
2013-05-24,104 台北二,14,7.1,3,7.6,352
2013-05-25,104 台北二,11,8.1,4.8,8,363
2013-05-26,104 台北二,7,7,7,7,35
2013-05-28,104 台北二,13,6.5,6,7.7,92
2013-05-29,104 台北二,20,16.8,13,16.6,69
2013-05-30,104 台北二,13,10.6,7.2,10.4,196
2013-05-31,104 台北二,15,15,15,15,50
2013-06-01,104 台北二,19,16.4,3,14.2,438
2013-06-02,104 台北二,18,18,11.4,16.7,346
2013-06-04,104 台北二,19.8,19,11.5,17.7,396
2013-06-05,104 台北二,7,7,7,7,159
2013-06-06,104 台北二,18,18,18,18,330
2013-06-07,104 台北二,18,18,9.1,16.2,410
2013-06-08,104 台北二,18,18,18,18,495
2013-06-09,104 台北二,18,16.7,12,16,627
2013-06-11,104 台北二,18,18,15,17.4,393
2013-06-12,104 台北二,18,17.7,14.7,17.1,705
2013-06-15,104 台北二,18,18,14.9,17.4,723
2013-06-16,104 台北二,18,15.4,15,15.8,594
2013-06-18,104 台北二,18,18,18,18,429
2013-06-19,104 台北二,17.5,14,13,14.5,597
2013-06-20,104 台北二,16.3,15,15,15.3,1551
2013-06-21,104 台北二,18,15.4,14.6,15.8,391
2013-06-22,104 台北二,12,9.8,5,9.3,209
2013-06-23,104 台北二,17.6,16,13.2,15.8,764
2013-06-25,104 台北二,17.1,14,8,13.4,210
2013-06-26,104 台北二,17.7,15,11.8,14.9,330
2013-06-27,104 台北二,15,15,15,15,150
2013-06-28,104 台北二,16.4,15,15,15.3,1320
2013-06-29,104 台北二,12,12,12,12,330
2013-06-30,104 台北二,10,10,10,10,840
2013-07-02,104 台北二,7,6.3,6,6.4,840
2013-07-03,104 台北二,12,8.1,7,8.7,810
2013-07-04,104 台北二,17,7.3,4,8.6,1136
2013-07-05,104 台北二,16.8,5,5,7.4,1074
2013-07-10,104 台北二,15,15,15,15,25
2013-07-11,104 台北二,17,17,15.1,16.6,413
2013-07-12,104 台北二,17,17,16.7,16.9,870
2013-07-13,104 台北二,16.7,15,15,15.3,870
2013-07-14,104 台北二,17,17,17,17,690
2013-07-16,104 台北二,18,17.9,16,17.5,780
2013-07-17,104 台北二,15.7,15,13.9,14.9,420
2013-07-18,104 台北二,13,13,12.7,12.9,778
2013-07-19,104 台北二,13.5,12.5,10.9,12.4,650
2013-07-20,104 台北二,10,10,10,10,15
2013-07-24,104 台北二,10,10,10,10,21
2013-07-25,104 台北二,10,10,10,10,26
2013-07-27,104 台北二,18,18,16.2,17.6,319
2013-07-28,104 台北二,19,19,19,19,420
2013-07-30,104 台北二,20,20,20,20,300
2013-07-31,104 台北二,7,7,7,7,20
2013-08-01,104 台北二,20,20,20,20,360
2013-08-02,104 台北二,20,20,18.9,19.8,502
2013-08-03,104 台北二,20,20,20,20,480
2013-08-04,104 台北二,19.9,18,16.8,18.1,473
2013-08-06,104 台北二,12,12,12,12,44
2013-08-07,104 台北二,16,15.3,14.1,15.2,530
2013-08-08,104 台北二,10,10,10,10,40
2013-08-09,104 台北二,10,10,10,10,22
2013-08-21,104 台北二,15,14.9,14,14.7,1620
2013-08-24,104 台北二,15,15,15,15,2100
2013-08-25,104 台北二,15,15,13,14.6,900
2013-08-28,104 台北二,18,18,18,18,1050
2013-08-29,104 台北二,18,18,18,18,660
2013-08-30,104 台北二,18,18,18,18,330
2013-08-31,104 台北二,12,12,12,12,270
2013-09-01,104 台北二,14,12.2,11,12.3,270
2013-09-03,104 台北二,24.1,18,18,19.2,865
2013-09-04,104 台北二,20,20,20,20,840
2013-09-05,104 台北二,18,17.8,15,17.3,840
2013-09-06,104 台北二,26,25.9,17,24.1,4040
2013-09-07,104 台北二,20,18.2,16,18.1,1590
2013-09-08,104 台北二,20,18.6,15,18.2,2370
2013-09-10,104 台北二,16,15.9,15,15.7,2940
2013-09-11,104 台北二,16,14.2,10,13.7,2340
2013-09-12,104 台北二,18,16.6,16,16.8,1500
2013-09-13,104 台北二,17,16.5,16,16.5,1800
2013-09-14,104 台北二,17,16.3,16,16.4,1500
2013-09-15,104 台北二,13,10.2,10,10.7,1500
2013-09-17,104 台北二,13,13,13,13,900
2013-09-19,104 台北二,13,13,13,13,900
2013-09-24,104 台北二,23,22,22,22.2,410
2013-10-24,104 台北二,28,28,28,28,330
2013-10-25,104 台北二,29.2,28,28,28.2,510
2013-10-26,104 台北二,29,26.8,18.9,25.7,940
2013-10-27,104 台北二,28,28,26.3,27.7,540
2013-10-29,104 台北二,28,19.5,5.4,18.4,930
2013-10-30,104 台北二,18,17.7,9.3,16.1,900
2013-10-31,104 台北二,25,19.1,8.3,18.1,570
2013-11-01,104 台北二,8,8,8,8,150
2013-11-02,104 台北二,5,3.3,3,3.6,210
2013-11-03,104 台北二,7,7,7,7,60
2013-11-05,104 台北二,23,21.5,5,18.5,100
2013-11-06,104 台北二,20,4.2,2,6.9,385
2013-11-07,104 台北二,20,17,15,17.2,180
2013-11-08,104 台北二,15,15,15,15,75
2013-11-09,104 台北二,25,17.5,10,17.5,100
2013-11-10,104 台北二,27.4,20.6,10,19.8,365
2013-11-12,104 台北二,26,17.3,6.5,16.9,490
2013-11-13,104 台北二,27,14.4,10,16,555
2013-11-14,104 台北二,26.2,12.1,7.3,13.9,611
2013-11-15,104 台北二,29,6.1,3,10,554
2013-11-16,104 台北二,28.9,7.6,6,11.5,792
2013-11-17,104 台北二,35,12,5.6,15.3,995
2013-11-19,104 台北二,26.8,17,3,16.1,1790
2013-11-20,104 台北二,27.3,6.8,3,10.2,688
2013-11-21,104 台北二,30.7,13.2,3,14.6,382
2013-11-22,104 台北二,35,22,2,20.6,545
2013-11-23,104 台北二,35,20.6,3,19.9,745
2013-11-24,104 台北二,35,18.3,3,18.6,610
2013-11-26,104 台北二,35,29.1,13.1,27,602
2013-11-27,104 台北二,27.9,17,3,16.4,1367
2013-11-28,104 台北二,30,14.7,3.5,15.5,820
2013-11-29,104 台北二,25,14.8,3,14.5,822
2013-11-30,104 台北二,25,22,11,20.4,402
2013-12-01,104 台北二,20,13.6,2,12.6,286
2013-12-03,104 台北二,25.2,8.6,5.9,11.4,1444
2013-12-04,104 台北二,19,8.1,5,9.7,1124
2013-12-05,104 台北二,20,12.8,4.8,12.6,404
2013-12-06,104 台北二,17.4,8.6,3,9.2,314
2013-12-07,104 台北二,32,14.2,2,15.3,465
2013-12-08,104 台北二,26.7,20.3,10,19.5,365
2013-12-10,104 台北二,29.6,18.3,5.8,18.1,793
2013-12-11,104 台北二,23.1,10.7,2,11.4,605
2013-12-12,104 台北二,25,18.9,4.9,17.3,536
2013-12-13,104 台北二,26,18.9,2.5,17,629
2013-12-14,104 台北二,20,12.7,2,12,551
2013-12-15,104 台北二,18,12.9,7,12.8,500
2013-12-17,104 台北二,18.7,12.1,6,12.2,724
2013-12-18,104 台北二,15.1,9.8,5,9.9,715
2013-12-19,104 台北二,13.3,12.2,11.9,12.4,660
2013-12-20,104 台北二,15.9,11.6,7.2,11.6,505
2013-12-21,104 台北二,16.7,15.6,10.5,14.8,340
2013-12-22,104 台北二,16,12.3,10.7,12.7,310
2013-12-24,104 台北二,20,11.4,8,12.4,605
2013-12-25,104 台北二,15.9,11.4,9.7,12,850
2013-12-26,104 台北二,15.9,7.7,5,8.8,1005
2013-12-27,104 台北二,12.6,9.2,5.9,9.2,770
2013-12-28,104 台北二,14.4,9.2,7.7,9.9,570
2013-12-29,104 台北二,13.7,8.8,6,9.2,545
2013-12-31,104 台北二,15.7,13.8,8,13,415
2014-01-01,104 台北二,17.3,10.8,8,11.5,395
2014-01-02,104 台北二,18.9,13,7.8,13.1,345
2014-01-03,104 台北二,15,9.7,8,10.4,455
2014-01-04,104 台北二,11.8,8.7,7,9,1100
2014-01-05,104 台北二,10.3,5.5,4,6.2,1245
2014-01-07,104 台北二,8.5,5.5,4.3,5.8,835
2014-01-08,104 台北二,14.6,6.9,4.3,7.9,568
2014-01-09,104 台北二,9.6,5.9,4.9,6.5,1063
2014-01-10,104 台北二,11.4,6,3,6.5,1253
2014-01-11,104 台北二,10,7.5,3.9,7.3,1046
2014-01-12,104 台北二,9.6,4.5,3.6,5.4,790
2014-01-14,104 台北二,11.6,7.6,5.7,8,543
2014-01-15,104 台北二,6,5.6,5,5.6,670
