2013-01-01, 0
2013-02-01, 0.5
2013-03-01, 0
2013-04-01, 0
2013-05-01, 78.0
2013-06-01, 0
2013-07-01, 4.0
2013-08-01, 36.0
2013-09-01, 4.0
2013-10-01, 2.0
2013-11-01, 4.5
2013-12-01, 0
2013-01-02, 0
2013-02-02, 2.5
2013-03-02, 0.5
2013-04-02, 0
2013-05-02, 0.5
2013-06-02, 0
2013-07-02, 0.5
2013-08-02, 24.5
2013-09-02, 0
2013-10-02, 1.5
2013-11-02, 42.5
2013-12-02, 0
2013-01-03, 0
2013-02-03, 6.5
2013-03-03, 0
2013-04-03, 0
2013-05-03, 0.5
2013-06-03, 0
2013-07-03, 0
2013-08-03, 0
2013-09-03, 0
2013-10-03, 0
2013-11-03, 2.5
2013-12-03, 0
2013-01-04, 0
2013-02-04, 0
2013-03-04, 0
2013-04-04, 0
2013-05-04, 0
2013-06-04, 0
2013-07-04, 0
2013-08-04, 0
2013-09-04, 0
2013-10-04, 0
2013-11-04, 0
2013-12-04, 0
2013-01-05, 0
2013-02-05, 0
2013-03-05, 0
2013-04-05, 0
2013-05-05, 0.5
2013-06-05, 0
2013-07-05, 1.0
2013-08-05, 0
2013-09-05, 0
2013-10-05, 0
2013-11-05, 0
2013-12-05, 0
2013-01-06, 0
2013-02-06, 0
2013-03-06, 0
2013-04-06, 76.0
2013-05-06, 1.0
2013-06-06, 0
2013-07-06, 0
2013-08-06, 0.5
2013-09-06, 0
2013-10-06, 0
2013-11-06, 0.5
2013-12-06, 0
2013-01-07, 0
2013-02-07, 0
2013-03-07, 0
2013-04-07, 0
2013-05-07, 0
2013-06-07, 0
2013-07-07, 0
2013-08-07, 0
2013-09-07, 0
2013-10-07, 0
2013-11-07, 1.0
2013-12-07, 0
2013-01-08, 0
2013-02-08, 0
2013-03-08, 0
2013-04-08, 0
2013-05-08, 0
2013-06-08, 0
2013-07-08, 0
2013-08-08, 0
2013-09-08, 0
2013-10-08, 0
2013-11-08, 0
2013-12-08, 0
2013-01-09, 0
2013-02-09, 0
2013-03-09, 0
2013-04-09, 0
2013-05-09, 0
2013-06-09, 0
2013-07-09, 2.5
2013-08-09, 0
2013-09-09, 0
2013-10-09, 9.5
2013-11-09, 3.0
2013-12-09, 0
2013-01-10, 0
2013-02-10, 0
2013-03-10, 0
2013-04-10, 0
2013-05-10, 0
2013-06-10, 0.5
2013-07-10, 0
2013-08-10, 1.5
2013-09-10, 0
2013-10-10, 0
2013-11-10, 0
2013-12-10, 0
2013-01-11, 0
2013-02-11, 3.0
2013-03-11, 0
2013-04-11, 0
2013-05-11, 0
2013-06-11, 0
2013-07-11, 0
2013-08-11, 0.5
2013-09-11, 10.5
2013-10-11, 0
2013-11-11, 0
2013-12-11, 0
2013-01-12, 1.5
2013-02-12, 0
2013-03-12, 0
2013-04-12, 0
2013-05-12, 10.0
2013-06-12, 12.0
2013-07-12, 0
2013-08-12, 17.0
2013-09-12, 18.5
2013-10-12, 7.5
2013-11-12, 0
2013-12-12, 0
2013-01-13, 24.0
2013-02-13, 0
2013-03-13, 0
2013-04-13, 0
2013-05-13, 32.5
2013-06-13, 59.0
2013-07-13, 0
2013-08-13, 89.0
2013-09-13, 10.5
2013-10-13, 2.5
2013-11-13, 0
2013-12-13, 0
2013-01-14, 0.5
2013-02-14, 0
2013-03-14, 0
2013-04-14, 0
2013-05-14, 0
2013-06-14, 28.5
2013-07-14, 79.5
2013-08-14, 19.0
2013-09-14, 0.5
2013-10-14, 0
2013-11-14, 0
2013-12-14, 0.5
2013-01-15, 0
2013-02-15, 0
2013-03-15, 0
2013-04-15, 0
2013-05-15, 0
2013-06-15, 6.0
2013-07-15, 0
2013-08-15, 26.0
2013-09-15, 0
2013-10-15, 1.0
2013-11-15, 0
2013-12-15, 0
2013-01-16, 0
2013-02-16, 0
2013-03-16, 0
2013-04-16, 0
2013-05-16, 21.0
2013-06-16, 0
2013-07-16, 0
2013-08-16, 0.5
2013-09-16, 2.5
2013-10-16, 0
2013-11-16, 0
2013-12-16, 33.5
2013-01-17, 0
2013-02-17, 0
2013-03-17, 0
2013-04-17, 0
2013-05-17, 64.0
2013-06-17, 0
2013-07-17, 47.0
2013-08-17, 0
2013-09-17, 0.5
2013-10-17, 2.5
2013-11-17, 0
2013-12-17, 74.0
2013-01-18, 0
2013-02-18, 0
2013-03-18, 0
2013-04-18, 0
2013-05-18, 17.0
2013-06-18, 0
2013-07-18, 28.5
2013-08-18, 0.5
2013-09-18, 5.5
2013-10-18, 0
2013-11-18, 0
2013-12-18, 9.0
2013-01-19, 0
2013-02-19, 0.5
2013-03-19, 0
2013-04-19, 0
2013-05-19, 10.0
2013-06-19, 0
2013-07-19, 24.0
2013-08-19, 0
2013-09-19, 0.5
2013-10-19, 1.0
2013-11-19, 0
2013-12-19, 0.5
2013-01-20, 2.6
2013-02-20, 0
2013-03-20, 0
2013-04-20, 0
2013-05-20, 8.0
2013-06-20, 0
2013-07-20, 1.5
2013-08-20, 0.5
2013-09-20, 11.5
2013-10-20, 0
2013-11-20, 0
2013-12-20, 0
2013-01-21, 2.5
2013-02-21, 0
2013-03-21, 0
2013-04-21, 0
2013-05-21, 29.0
2013-06-21, 3.5
2013-07-21, 1.5
2013-08-21, 8.0
2013-09-21, 298.5
2013-10-21, 0
2013-11-21, 0
2013-12-21, 0
2013-01-22, 1.0
2013-02-22, 0
2013-03-22, 0
2013-04-22, 0
2013-05-22, 13.5
2013-06-22, 51.0
2013-07-22, 0
2013-08-22, 2.5
2013-09-22, 85.5
2013-10-22, 0
2013-11-22, 0
2013-12-22, 0
2013-01-23, 0
2013-02-23, 0
2013-03-23, 0
2013-04-23, 0
2013-05-23, 2.0
2013-06-23, 11.0
2013-07-23, 2.0
2013-08-23, 83.0
2013-09-23, 0.5
2013-10-23, 0.5
2013-11-23, 0
2013-12-23, 0
2013-01-24, 0.5
2013-02-24, 0.5
2013-03-24, 0
2013-04-24, 0
2013-05-24, 0
2013-06-24, 8.5
2013-07-24, 1.5
2013-08-24, 4.5
2013-09-24, 0
2013-10-24, 0
2013-11-24, 0
2013-12-24, 0.5
2013-01-25, 0
2013-02-25, 0
2013-03-25, 0
2013-04-25, 0
2013-05-25, 0
2013-06-25, 0.5
2013-07-25, 1.5
2013-08-25, 0
2013-09-25, 0
2013-10-25, 0
2013-11-25, 5.0
2013-12-25, 0
2013-01-26, 0
2013-02-26, 0
2013-03-26, 0
2013-04-26, 0.5
2013-05-26, 0
2013-06-26, 3.0
2013-07-26, 26.0
