食物,國民市場,鹽埕示範,新興第二,三民第二,左營第四,鼓山第三,楠梓市場,三民第一,苓雅市場,中華市場,旗山第一,鳳山第一,岡山文賢,大寮大發,橋頭市場
蘿蔔,100.0,,,,,,67.0,,66.0,,60.0,,67.0,,66.0
胡蘿蔔,66.0,,,,,,58.0,,41.0,,37.0,,33.0,,50.0
麻竹筍,100.0,,,,,,100.0,,66.0,,33.0,,67.0,,100.0
馬鈴薯,66.0,,,,,,58.0,,58.0,,55.0,,58.0,,58.0
甘藍,100.0,,,,,,83.0,,133.0,,67.0,,67.0,,100.0
小白菜,83.0,,,,,,67.0,,58.0,,55.0,,50.0,,58.0
包心白菜,100.0,,,,,,67.0,,100.0,,66.0,,50.0,,100.0
菠菜,200.0,,,,,,183.0,,0.0,,120.0,,133.0,,200.0
青江白菜,83.0,,,,,,67.0,,83.0,,55.0,,50.0,,83.0
空心菜,83.0,,,,,,50.0,,66.0,,40.0,,33.0,,66.0
青蔥,150.0,,,,,,100.0,,116.0,,70.0,,83.0,,100.0
韭菜,100.0,,,,,,67.0,,83.0,,60.0,,67.0,,83.0
茄子,116.0,,,,,,67.0,,83.0,,45.0,,42.0,,75.0
蕃茄,133.0,,,,,,100.0,,116.0,,58.0,,58.0,,116.0
菜豆,133.0,,,,,,100.0,,100.0,,83.0,,67.0,,133.0
大黃瓜,83.0,,,,,,50.0,,83.0,,54.0,,50.0,,50.0
花椰菜,133.0,,,,,,117.0,,133.0,,110.0,,100.0,,133.0
絲瓜,66.0,,,,,,58.0,,41.0,,25.0,,20.0,,41.0
花胡瓜,108.0,,,,,,100.0,,83.0,,60.0,,58.0,,83.0
苦瓜,116.0,,,,,,83.0,,83.0,,67.0,,67.0,,83.0
青椒,133.0,,,,,,100.0,,133.0,,70.0,,83.0,,133.0
芹菜,267.0,,,,,,117.0,,250.0,,120.0,,200.0,,250.0
四季豆,200.0,,,,,,183.0,,200.0,,167.0,,117.0,,200.0
牛蒡,100.0,,,,,,75.0,,83.0,,80.0,,83.0,,83.0
生薑,150.0,,,,,,100.0,,133.0,,100.0,,150.0,,116.0
芋頭,100.0,,,,,,83.0,,83.0,,83.0,,83.0,,83.0
綠竹筍,166.0,,,,,,100.0,,0.0,,67.0,,0.0,,0.0
洋蔥,66.0,,,,,,50.0,,50.0,,40.0,,42.0,,50.0
綠蘆筍,267.0,,,,,,250.0,,0.0,,240.0,,0.0,,0.0
筊白筍,233.0,,,,,,200.0,,200.0,,200.0,,150.0,,233.0
大芥菜,116.0,,,,,,67.0,,0.0,,0.0,,50.0,,0.0
青蒜,383.0,,,,,,217.0,,266.0,,130.0,,117.0,,250.0
蒜頭,166.0,,,,,,117.0,,200.0,,120.0,,167.0,,166.0
甘藍芽,216.0,,,,,,167.0,,0.0,,0.0,,0.0,,0.0
芥藍,133.0,,,,,,75.0,,83.0,,60.0,,58.0,,83.0
莧菜,116.0,,,,,,67.0,,66.0,,60.0,,58.0,,66.0
本島萵苣,100.0,,,,,,83.0,,83.0,,0.0,,50.0,,83.0
萵苣,100.0,,,,,,83.0,,133.0,,0.0,,0.0,,100.0
茼蒿,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0
青花苔,0.0,,,,,,0.0,,0.0,,100.0,,117.0,,0.0
金針菜乾,533.0,,,,,,583.0,,533.0,,0.0,,750.0,,533.0
冬瓜,50.0,,,,,,33.0,,41.0,,33.0,,33.0,,41.0
扁蒲,66.0,,,,,,50.0,,41.0,,30.0,,42.0,,41.0
甜碗豆,233.0,,,,,,0.0,,0.0,,133.0,,117.0,,0.0
碗豆,233.0,,,,,,0.0,,0.0,,133.0,,117.0,,0.0
甜玉米,83.0,,,,,,58.0,,75.0,,50.0,,42.0,,58.0
香菇乾,1300.0,,,,,,2000.0,,1500.0,,1300.0,,1667.0,,1166.0
香菇溼,216.0,,,,,,167.0,,200.0,,167.0,,167.0,,200.0
黑色木耳,166.0,,,,,,117.0,,133.0,,120.0,,117.0,,133.0
香蕉,50.0,,,,,,50.0,,50.0,,58.0,,58.0,,50.0
鳳梨17號,38.0,,,,,,42.0,,41.0,,42.0,,42.0,,41.0
番石榴世紀,58.0,,,,,,42.0,,0.0,,27.0,,32.0,,0.0
木瓜,58.0,,,,,,53.0,,58.0,,58.0,,58.0,,58.0
小西瓜,383.0,,,,,,33.0,,33.0,,33.0,,28.0,,33.0
甜瓜,100.0,,,,,,67.0,,82.0,,75.0,,82.0,,66.0
洋香瓜,83.0,,,,,,83.0,,0.0,,75.0,,98.0,,0.0
海梨柑,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0
文旦,100.0,,,,,,108.0,,0.0,,0.0,,82.0,,0.0
柳橙,0.0,,,,,,0.0,,0.0,,0.0,,58.0,,0.0
椪柑,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0
楊桃,0.0,,,,,,0.0,,0.0,,50.0,,58.0,,65.0
蓮霧,0.0,,,,,,0.0,,0.0,,0.0,,115.0,,0.0
鶯歌桃,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0
紅柿子,66.0,,,,,,0.0,,0.0,,0.0,,48.0,,0.0
巨峰葡萄,133.0,,,,,,150.0,,150.0,,120.0,,132.0,,150.0
黑葉荔枝,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0
在來芒果,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0
新世紀梨,0.0,,,,,,0.0,,0.0,,0.0,,98.0,,0.0
棗子,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0
紅肉李,0.0,,,,,,0.0,,0.0,,0.0,,150.0,,0.0
玉李,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0
荔枝玉荷,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0
鳳梨開英,33.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0
桶柑,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0
檸檬,83.0,,,,,,75.0,,66.0,,42.0,,65.0,,66.0
