食物,國民市場,鹽埕示範,新興第二,三民第二,左營第四,鼓山第三,楠梓市場,三民第一,苓雅市場,中華市場,旗山第一,鳳山第一,岡山文賢,大寮大發,橋頭市場
蘿蔔,100.0,76.0,75.0,83.0,66.0,66.0,67.0,83.0,75.0,83.0,60.0,66.0,83.0,78.0,83.0
胡蘿蔔,66.0,58.0,50.0,66.0,50.0,50.0,50.0,58.0,50.0,58.0,50.0,50.0,42.0,53.0,42.0
麻竹筍,100.0,100.0,117.0,100.0,66.0,83.0,100.0,117.0,100.0,83.0,60.0,0.0,117.0,95.0,117.0
馬鈴薯,83.0,63.0,58.0,66.0,50.0,58.0,58.0,67.0,58.0,58.0,55.0,58.0,67.0,62.0,67.0
甘藍,83.0,95.0,108.0,100.0,75.0,83.0,83.0,117.0,91.0,100.0,80.0,83.0,67.0,83.0,67.0
小白菜,200.0,158.0,145.0,166.0,133.0,150.0,133.0,150.0,167.0,150.0,60.0,108.0,167.0,116.0,167.0
包心白菜,150.0,96.0,117.0,100.0,83.0,83.0,92.0,133.0,91.0,116.0,70.0,91.0,117.0,98.0,117.0
菠菜,266.0,216.0,0.0,0.0,183.0,200.0,200.0,0.0,0.0,0.0,180.0,200.0,200.0,0.0,200.0
青江白菜,200.0,140.0,145.0,166.0,116.0,150.0,133.0,150.0,167.0,150.0,56.0,108.0,150.0,110.0,150.0
空心菜,117.0,106.0,100.0,91.0,83.0,100.0,100.0,100.0,100.0,116.0,50.0,92.0,117.0,0.0,117.0
青蔥,233.0,167.0,183.0,183.0,133.0,150.0,167.0,200.0,167.0,166.0,120.0,125.0,150.0,136.0,150.0
韭菜,166.0,73.0,83.0,83.0,58.0,66.0,83.0,83.0,75.0,66.0,55.0,83.0,83.0,82.0,83.0
茄子,166.0,83.0,100.0,100.0,75.0,100.0,100.0,117.0,83.0,100.0,35.0,75.0,83.0,80.0,83.0
蕃茄,166.0,130.0,133.0,133.0,100.0,133.0,133.0,133.0,133.0,116.0,83.0,100.0,133.0,102.0,133.0
菜豆,166.0,122.0,145.0,133.0,100.0,116.0,100.0,150.0,117.0,133.0,50.0,108.0,117.0,110.0,117.0
大黃瓜,108.0,67.0,83.0,75.0,58.0,83.0,83.0,91.0,83.0,83.0,45.0,66.0,83.0,68.0,83.0
花椰菜,233.0,142.0,183.0,150.0,133.0,133.0,167.0,183.0,167.0,166.0,86.0,133.0,167.0,123.0,167.0
絲瓜,117.0,58.0,83.0,58.0,58.0,50.0,75.0,83.0,75.0,83.0,35.0,83.0,100.0,78.0,100.0
花胡瓜,183.0,110.0,117.0,166.0,100.0,116.0,133.0,133.0,133.0,133.0,55.0,116.0,117.0,113.0,117.0
苦瓜,233.0,126.0,133.0,133.0,100.0,100.0,150.0,150.0,133.0,133.0,68.0,100.0,133.0,110.0,133.0
青椒,141.0,100.0,133.0,133.0,75.0,116.0,133.0,150.0,133.0,150.0,70.0,100.0,117.0,102.0,117.0
芹菜,216.0,156.0,150.0,183.0,133.0,133.0,167.0,167.0,150.0,166.0,130.0,133.0,167.0,152.0,167.0
四季豆,266.0,167.0,200.0,183.0,150.0,166.0,200.0,217.0,200.0,216.0,110.0,166.0,167.0,182.0,167.0
牛蒡,100.0,83.0,83.0,100.0,75.0,83.0,75.0,83.0,83.0,83.0,80.0,75.0,83.0,83.0,83.0
生薑,133.0,108.0,100.0,116.0,100.0,100.0,100.0,100.0,100.0,116.0,100.0,100.0,83.0,90.0,83.0
芋頭,100.0,83.0,83.0,91.0,83.0,83.0,83.0,100.0,83.0,83.0,80.0,75.0,83.0,78.0,83.0
綠竹筍,166.0,133.0,0.0,133.0,116.0,117.0,0.0,0.0,0.0,133.0,100.0,0.0,0.0,0.0,0.0
洋蔥,66.0,46.0,41.0,58.0,33.0,41.0,42.0,41.0,41.0,58.0,48.0,42.0,58.0,47.0,58.0
綠蘆筍,300.0,230.0,0.0,0.0,250.0,0.0,300.0,0.0,0.0,300.0,0.0,200.0,0.0,0.0,0.0
筊白筍,233.0,216.0,200.0,200.0,183.0,200.0,217.0,217.0,200.0,200.0,183.0,0.0,200.0,180.0,200.0
大芥菜,166.0,126.0,133.0,0.0,133.0,116.0,167.0,150.0,167.0,0.0,62.0,0.0,167.0,123.0,167.0
青蒜,267.0,233.0,267.0,250.0,200.0,200.0,250.0,283.0,250.0,233.0,170.0,183.0,200.0,212.0,200.0
蒜頭,200.0,200.0,183.0,200.0,166.0,200.0,183.0,200.0,183.0,200.0,180.0,167.0,183.0,176.0,183.0
甘藍芽,266.0,167.0,200.0,200.0,150.0,150.0,217.0,200.0,200.0,0.0,0.0,167.0,200.0,0.0,200.0
芥藍,216.0,110.0,145.0,166.0,100.0,116.0,167.0,150.0,167.0,150.0,60.0,116.0,150.0,112.0,150.0
莧菜,216.0,100.0,133.0,116.0,75.0,116.0,167.0,150.0,167.0,116.0,60.0,116.0,133.0,103.0,133.0
本島萵苣,200.0,143.0,150.0,166.0,100.0,116.0,167.0,167.0,167.0,150.0,80.0,150.0,183.0,0.0,183.0
萵苣,200.0,133.0,145.0,150.0,100.0,83.0,167.0,150.0,167.0,0.0,80.0,150.0,167.0,0.0,167.0
茼蒿,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
青花苔,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,133.0,0.0,133.0
金針菜乾,533.0,533.0,533.0,533.0,533.0,533.0,583.0,533.0,533.0,533.0,500.0,466.0,667.0,0.0,667.0
冬瓜,58.0,33.0,50.0,41.0,41.0,33.0,42.0,41.0,41.0,41.0,40.0,33.0,25.0,35.0,25.0
扁蒲,117.0,58.0,75.0,58.0,41.0,50.0,75.0,58.0,0.0,66.0,40.0,0.0,58.0,0.0,58.0
甜碗豆,266.0,200.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,0.0,0.0,0.0
碗豆,266.0,133.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,167.0,0.0,167.0
甜玉米,133.0,58.0,58.0,66.0,50.0,58.0,67.0,58.0,58.0,100.0,60.0,58.0,58.0,60.0,58.0
香菇乾,833.0,1066.0,1170.0,1000.0,1000.0,1000.0,833.0,1170.0,1170.0,1000.0,833.0,1066.0,1250.0,0.0,1166.0
香菇溼,216.0,158.0,167.0,166.0,133.0,150.0,167.0,183.0,150.0,166.0,180.0,150.0,167.0,162.0,167.0
黑色木耳,166.0,117.0,100.0,116.0,83.0,100.0,100.0,117.0,100.0,116.0,100.0,100.0,167.0,100.0,167.0
香蕉,50.0,52.0,50.0,50.0,33.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,58.0,48.0,50.0
鳳梨17號,50.0,50.0,50.0,50.0,33.0,50.0,50.0,50.0,50.0,41.0,42.0,0.0,48.0,38.0,41.0
番石榴世紀,58.0,53.0,0.0,50.0,50.0,41.0,58.0,0.0,0.0,50.0,17.0,0.0,42.0,0.0,0.0
木瓜,50.0,53.0,50.0,50.0,33.0,50.0,58.0,50.0,50.0,50.0,42.0,0.0,48.0,46.0,50.0
小西瓜,38.0,33.0,30.0,33.0,25.0,33.0,33.0,33.0,33.0,30.0,30.0,0.0,25.0,31.0,33.0
甜瓜,83.0,76.0,0.0,83.0,58.0,75.0,83.0,83.0,83.0,75.0,67.0,0.0,82.0,0.0,66.0
洋香瓜,58.0,78.0,75.0,75.0,66.0,75.0,67.0,83.0,75.0,75.0,65.0,0.0,65.0,68.0,75.0
海梨柑,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
文旦,108.0,100.0,100.0,75.0,83.0,116.0,100.0,100.0,100.0,83.0,67.0,0.0,92.0,76.0,83.0
柳橙,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,58.0,0.0,0.0
椪柑,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0
楊桃,0.0,0.0,0.0,0.0,41.0,0.0,67.0,0.0,0.0,0.0,75.0,0.0,42.0,0.0,0.0
蓮霧,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0
鶯歌桃,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
紅柿子,66.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0
巨峰葡萄,166.0,133.0,133.0,133.0,116.0,116.0,133.0,133.0,133.0,133.0,100.0,0.0,115.0,132.0,133.0
黑葉荔枝,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
在來芒果,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
新世紀梨,0.0,0.0,117.0,0.0,100.0,0.0,100.0,133.0,0.0,116.0,110.0,0.0,82.0,118.0,0.0
棗子,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
紅肉李,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
玉李,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
荔枝玉荷,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
鳳梨開英,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
桶柑,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
檸檬,83.0,72.0,75.0,66.0,50.0,66.0,75.0,75.0,75.0,66.0,60.0,0.0,58.0,62.0,58.0
茂谷柑,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0
白柚,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0
甜桃,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0
水蜜桃,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.0,0.0,0.0
牛心柿,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0
甜柿,0.0,0.0,0.0,0.0,66.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,217.0,0.0,0.0
橫山梨,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
新興梨,108.0,100.0,0.0,100.0,100.0,116.0,100.0,117.0,100.0,100.0,116.0,0.0,115.0,0.0,100.0
大西瓜,41.0,43.0,41.0,41.0,41.0,41.0,0.0,41.0,41.0,41.0,42.0,0.0,38.0,45.0,41.0
無子西瓜,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
枇杷,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
番石榴珍珠,58.0,50.0,50.0,58.0,0.0,41.0,0.0,50.0,50.0,50.0,20.0,0.0,42.0,38.0,58.0
金煌芒果,0.0,75.0,0.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0,50.0,0.0,125.0,62.0,0.0
愛文芒果,0.0,83.0,0.0,100.0,66.0,65.0,0.0,100.0,0.0,0.0,50.0,0.0,98.0,92.0,0.0
釋迦,133.0,116.0,117.0,116.0,100.0,133.0,117.0,133.0,100.0,116.0,0.0,0.0,100.0,0.0,0.0
龍眼,108.0,83.0,0.0,75.0,66.0,83.0,83.0,83.0,83.0,83.0,0.0,0.0,82.0,72.0,83.0
虱目魚,133.0,150.0,150.0,133.0,116.0,133.0,155.0,150.0,150.0,133.0,150.0,142.0,133.0,136.0,133.0
吳郭魚,133.0,133.0,133.0,133.0,116.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,100.0,116.0,133.0
鰱魚,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
赤宗,566.0,420.0,500.0,500.0,266.0,533.0,580.0,500.0,500.0,0.0,0.0,467.0,750.0,528.0,0.0
加臘,0.0,280.0,333.0,0.0,300.0,533.0,580.0,400.0,0.0,266.0,230.0,417.0,717.0,382.0,266.0
盤仔魚,0.0,360.0,400.0,333.0,300.0,433.0,550.0,400.0,580.0,266.0,400.0,333.0,533.0,342.0,266.0
白鯧,0.0,550.0,670.0,600.0,450.0,450.0,670.0,750.0,480.0,500.0,0.0,0.0,1167.0,0.0,466.0
旗魚,0.0,300.0,333.0,266.0,220.0,266.0,500.0,333.0,333.0,300.0,250.0,266.0,267.0,302.0,300.0
鮪魚,366.0,333.0,417.0,350.0,266.0,333.0,420.0,450.0,400.0,333.0,310.0,333.0,333.0,396.0,333.0
肉魚,533.0,330.0,333.0,400.0,266.0,333.0,580.0,333.0,333.0,333.0,400.0,333.0,583.0,443.0,333.0
紅目鰱,433.0,330.0,580.0,583.0,366.0,500.0,670.0,670.0,500.0,300.0,460.0,500.0,667.0,520.0,300.0
烏賊,267.0,233.0,200.0,266.0,200.0,266.0,250.0,250.0,250.0,233.0,235.0,300.0,267.0,252.0,233.0
白帶魚,400.0,290.0,250.0,300.0,250.0,255.0,420.0,267.0,250.0,300.0,310.0,300.0,500.0,312.0,300.0
鯖魚,0.0,133.0,0.0,0.0,150.0,116.0,167.0,200.0,0.0,233.0,0.0,183.0,267.0,0.0,233.0
白口,0.0,286.0,200.0,300.0,250.0,266.0,333.0,200.0,266.0,200.0,221.0,383.0,500.0,326.0,266.0
海鰻,0.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
金線魚,0.0,267.0,300.0,400.0,283.0,333.0,420.0,267.0,350.0,0.0,300.0,383.0,533.0,0.0,0.0
黃花魚,0.0,267.0,0.0,0.0,250.0,266.0,420.0,0.0,0.0,0.0,260.0,266.0,267.0,0.0,0.0
黑鯧,0.0,300.0,333.0,300.0,266.0,266.0,400.0,333.0,300.0,300.0,355.0,366.0,583.0,0.0,300.0
草蝦,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0
厚殼蝦,0.0,250.0,167.0,250.0,183.0,200.0,250.0,200.0,200.0,200.0,0.0,0.0,300.0,0.0,200.0
里肌肉,200.0,167.0,183.0,183.0,150.0,183.0,167.0,200.0,200.0,183.0,133.0,167.0,167.0,176.0,167.0
後腿肉,166.0,150.0,150.0,166.0,133.0,150.0,167.0,167.0,166.0,150.0,116.0,150.0,167.0,168.0,133.0
五花肉,200.0,183.0,183.0,183.0,150.0,183.0,183.0,200.0,200.0,166.0,150.0,183.0,167.0,184.0,167.0
牛腱,300.0,300.0,0.0,0.0,220.0,200.0,290.0,283.0,0.0,0.0,230.0,266.0,283.0,272.0,283.0
腿肉,333.0,333.0,0.0,0.0,220.0,266.0,300.0,300.0,0.0,0.0,230.0,283.0,333.0,280.0,333.0
腩肉,300.0,300.0,0.0,0.0,233.0,266.0,275.0,283.0,0.0,0.0,250.0,266.0,283.0,272.0,283.0
肉雞,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0
土雞,280.0,200.0,230.0,200.0,183.0,200.0,183.0,230.0,200.0,200.0,167.0,183.0,183.0,200.0,200.0
仿雞,150.0,166.0,150.0,166.0,133.0,166.0,167.0,167.0,166.0,166.0,133.0,0.0,150.0,160.0,167.0
鴨子,166.0,133.0,130.0,133.0,116.0,150.0,150.0,133.0,133.0,133.0,100.0,125.0,133.0,137.0,133.0
雞,58.0,58.0,58.0,58.0,55.0,58.0,55.0,58.0,58.0,58.0,52.0,55.0,53.0,56.0,48.0
鴨,75.0,75.0,75.0,75.0,70.0,75.0,75.0,75.0,75.0,75.0,75.0,70.0,75.0,0.0,0.0
