食物,國民市場,鹽埕示範,新興第二,三民第二,左營第四,鼓山第三,楠梓市場,三民第一,苓雅市場,中華市場,旗山第一,鳳山第一,岡山文賢,大寮大發,橋頭市場
蘿蔔,,,,,,,,,,,60.0,,,,83.0
胡蘿蔔,,,,,,,,,,,52.0,,,,66.0
麻竹筍,,,,,,,,,,,67.0,,,,100.0
馬鈴薯,,,,,,,,,,,50.0,,,,66.0
甘藍,,,,,,,,,,,60.0,,,,83.0
小白菜,,,,,,,,,,,66.0,,,,100.0
包心白菜,,,,,,,,,,,66.0,,,,100.0
菠菜,,,,,,,,,,,190.0,,,,200.0
青江白菜,,,,,,,,,,,65.0,,,,100.0
空心菜,,,,,,,,,,,50.0,,,,66.0
青蔥,,,,,,,,,,,98.0,,,,100.0
韭菜,,,,,,,,,,,55.0,,,,66.0
茄子,,,,,,,,,,,66.0,,,,83.0
蕃茄,,,,,,,,,,,80.0,,,,100.0
菜豆,,,,,,,,,,,90.0,,,,116.0
大黃瓜,,,,,,,,,,,54.0,,,,66.0
花椰菜,,,,,,,,,,,120.0,,,,150.0
絲瓜,,,,,,,,,,,50.0,,,,66.0
花胡瓜,,,,,,,,,,,84.0,,,,116.0
苦瓜,,,,,,,,,,,76.0,,,,100.0
青椒,,,,,,,,,,,90.0,,,,133.0
芹菜,,,,,,,,,,,108.0,,,,150.0
四季豆,,,,,,,,,,,0.0,,,,200.0
牛蒡,,,,,,,,,,,76.0,,,,100.0
生薑,,,,,,,,,,,115.0,,,,150.0
芋頭,,,,,,,,,,,90.0,,,,116.0
綠竹筍,,,,,,,,,,,83.0,,,,0.0
洋蔥,,,,,,,,,,,46.0,,,,66.0
綠蘆筍,,,,,,,,,,,300.0,,,,0.0
筊白筍,,,,,,,,,,,267.0,,,,250.0
大芥菜,,,,,,,,,,,0.0,,,,0.0
青蒜,,,,,,,,,,,180.0,,,,250.0
蒜頭,,,,,,,,,,,260.0,,,,300.0
甘藍芽,,,,,,,,,,,0.0,,,,0.0
芥藍,,,,,,,,,,,68.0,,,,100.0
莧菜,,,,,,,,,,,65.0,,,,100.0
本島萵苣,,,,,,,,,,,0.0,,,,116.0
萵苣,,,,,,,,,,,0.0,,,,100.0
茼蒿,,,,,,,,,,,0.0,,,,0.0
青花苔,,,,,,,,,,,0.0,,,,0.0
金針菜乾,,,,,,,,,,,0.0,,,,800.0
冬瓜,,,,,,,,,,,43.0,,,,50.0
扁蒲,,,,,,,,,,,0.0,,,,0.0
甜碗豆,,,,,,,,,,,0.0,,,,0.0
碗豆,,,,,,,,,,,220.0,,,,0.0
甜玉米,,,,,,,,,,,76.0,,,,83.0
香菇乾,,,,,,,,,,,0.0,,,,1667.0
香菇溼,,,,,,,,,,,160.0,,,,200.0
黑色木耳,,,,,,,,,,,106.0,,,,116.0
香蕉,,,,,,,,,,,42.0,,,,58.0
鳳梨17號,,,,,,,,,,,47.0,,,,50.0
