食物,國民市場,鹽埕示範,新興第二,三民第二,左營第四,鼓山第三,楠梓市場,三民第一,苓雅市場,中華市場,旗山第一,鳳山第一,岡山文賢,大寮大發,橋頭市場
蘿蔔,66.0,55.0,41.0,58.0,41.0,50.0,50.0,50.0,58.0,58.0,50.0,50.0,25.0,44.0,
胡蘿蔔,50.0,50.0,41.0,50.0,33.0,41.0,33.0,50.0,50.0,50.0,45.0,41.0,30.0,36.0,
麻竹筍,100.0,82.0,83.0,75.0,50.0,83.0,100.0,100.0,83.0,66.0,60.0,75.0,58.0,0.0,
馬鈴薯,66.0,50.0,50.0,50.0,41.0,50.0,50.0,58.0,41.0,50.0,52.0,50.0,47.0,47.0,
甘藍,58.0,67.0,58.0,75.0,50.0,67.0,50.0,67.0,67.0,66.0,67.0,58.0,67.0,68.0,
小白菜,66.0,63.0,58.0,66.0,50.0,66.0,58.0,67.0,66.0,66.0,60.0,58.0,50.0,56.0,
包心白菜,83.0,58.0,58.0,50.0,50.0,50.0,58.0,58.0,66.0,66.0,60.0,58.0,83.0,68.0,
菠菜,150.0,140.0,133.0,150.0,116.0,150.0,133.0,150.0,133.0,133.0,150.0,133.0,150.0,152.0,
青江白菜,83.0,67.0,58.0,66.0,58.0,66.0,58.0,67.0,83.0,66.0,55.0,58.0,50.0,59.0,
空心菜,83.0,56.0,41.0,41.0,41.0,50.0,50.0,41.0,50.0,58.0,50.0,50.0,17.0,40.0,
青蔥,66.0,71.0,83.0,66.0,50.0,58.0,83.0,100.0,83.0,75.0,48.0,58.0,58.0,61.0,
韭菜,83.0,50.0,58.0,50.0,41.0,50.0,42.0,58.0,66.0,50.0,55.0,50.0,83.0,53.0,
茄子,100.0,66.0,67.0,58.0,41.0,50.0,50.0,67.0,83.0,66.0,42.0,50.0,83.0,61.0,
蕃茄,166.0,75.0,100.0,116.0,75.0,80.0,117.0,91.0,133.0,100.0,133.0,70.0,83.0,68.0,
菜豆,83.0,83.0,67.0,66.0,50.0,83.0,67.0,67.0,66.0,50.0,72.0,66.0,33.0,69.0,
大黃瓜,50.0,46.0,33.0,41.0,25.0,50.0,33.0,33.0,50.0,25.0,54.0,41.0,12.0,41.0,
花椰菜,141.0,100.0,117.0,100.0,83.0,100.0,117.0,133.0,133.0,116.0,84.0,91.0,100.0,78.0,
絲瓜,58.0,43.0,33.0,33.0,33.0,41.0,33.0,41.0,41.0,33.0,42.0,33.0,38.0,38.0,
花胡瓜,83.0,67.0,58.0,75.0,41.0,66.0,50.0,58.0,58.0,66.0,30.0,66.0,20.0,55.0,
苦瓜,83.0,78.0,58.0,75.0,50.0,66.0,50.0,67.0,75.0,58.0,58.0,66.0,17.0,50.0,
青椒,133.0,75.0,83.0,66.0,58.0,83.0,83.0,100.0,116.0,100.0,60.0,75.0,50.0,67.0,
芹菜,250.0,117.0,167.0,133.0,133.0,116.0,167.0,183.0,200.0,166.0,110.0,133.0,142.0,106.0,
四季豆,166.0,126.0,117.0,133.0,100.0,133.0,100.0,133.0,133.0,133.0,110.0,125.0,167.0,120.0,
牛蒡,100.0,83.0,83.0,83.0,66.0,83.0,67.0,83.0,66.0,83.0,78.0,66.0,50.0,81.0,
生薑,133.0,100.0,100.0,100.0,83.0,100.0,83.0,100.0,133.0,100.0,80.0,91.0,100.0,96.0,
芋頭,100.0,83.0,83.0,83.0,75.0,83.0,75.0,83.0,83.0,75.0,80.0,66.0,100.0,90.0,
綠竹筍,166.0,110.0,117.0,116.0,116.0,116.0,133.0,100.0,116.0,116.0,100.0,0.0,100.0,0.0,
洋蔥,66.0,43.0,33.0,50.0,33.0,41.0,42.0,41.0,33.0,50.0,40.0,38.0,30.0,38.0,
綠蘆筍,267.0,167.0,0.0,233.0,166.0,0.0,267.0,0.0,233.0,233.0,183.0,0.0,133.0,0.0,
筊白筍,250.0,150.0,183.0,166.0,150.0,166.0,233.0,200.0,200.0,200.0,175.0,183.0,167.0,0.0,
大芥菜,100.0,68.0,58.0,58.0,58.0,50.0,67.0,67.0,66.0,66.0,60.0,50.0,75.0,0.0,
青蒜,267.0,180.0,200.0,183.0,150.0,166.0,183.0,217.0,200.0,200.0,146.0,166.0,167.0,172.0,
蒜頭,200.0,200.0,167.0,200.0,166.0,200.0,183.0,150.0,200.0,200.0,150.0,166.0,167.0,165.0,
甘藍芽,200.0,117.0,133.0,166.0,100.0,150.0,167.0,150.0,166.0,166.0,0.0,133.0,167.0,0.0,
芥藍,100.0,80.0,67.0,66.0,66.0,66.0,67.0,75.0,66.0,66.0,70.0,66.0,67.0,68.0,
莧菜,83.0,66.0,58.0,58.0,66.0,66.0,67.0,67.0,67.0,66.0,60.0,58.0,75.0,66.0,
