食物,國民市場,鹽埕示範,新興第二,三民第二,左營第四,鼓山第三,楠梓市場,三民第一,苓雅市場,中華市場,旗山第一,鳳山第一,岡山文賢,大寮大發,橋頭市場
蘿蔔,,,,,,,,,,,35.0,,42.0,,41.0
胡蘿蔔,,,,,,,,,,,50.0,,50.0,,58.0
麻竹筍,,,,,,,,,,,0.0,,0.0,,0.0
馬鈴薯,,,,,,,,,,,52.0,,58.0,,58.0
甘藍,,,,,,,,,,,58.0,,33.0,,50.0
小白菜,,,,,,,,,,,45.0,,50.0,,66.0
包心白菜,,,,,,,,,,,45.0,,33.0,,41.0
菠菜,,,,,,,,,,,50.0,,67.0,,66.0
青江白菜,,,,,,,,,,,50.0,,50.0,,66.0
空心菜,,,,,,,,,,,40.0,,50.0,,41.0
青蔥,,,,,,,,,,,80.0,,67.0,,83.0
韭菜,,,,,,,,,,,58.0,,0.6,,58.0
茄子,,,,,,,,,,,45.0,,42.0,,66.0
蕃茄,,,,,,,,,,,133.0,,75.0,,100.0
菜豆,,,,,,,,,,,74.0,,58.0,,83.0
大黃瓜,,,,,,,,,,,48.0,,42.0,,33.0
花椰菜,,,,,,,,,,,80.0,,83.0,,50.0
絲瓜,,,,,,,,,,,45.0,,50.0,,50.0
花胡瓜,,,,,,,,,,,55.0,,50.0,,50.0
苦瓜,,,,,,,,,,,80.0,,67.0,,58.0
青椒,,,,,,,,,,,85.0,,67.0,,83.0
芹菜,,,,,,,,,,,120.0,,117.0,,116.0
四季豆,,,,,,,,,,,120.0,,100.0,,100.0
牛蒡,,,,,,,,,,,70.0,,75.0,,83.0
生薑,,,,,,,,,,,85.0,,100.0,,133.0
芋頭,,,,,,,,,,,75.0,,83.0,,83.0
綠竹筍,,,,,,,,,,,0.0,,0.0,,0.0
洋蔥,,,,,,,,,,,50.0,,50.0,,58.0
綠蘆筍,,,,,,,,,,,0.0,,0.0,,300.0
筊白筍,,,,,,,,,,,165.0,,183.0,,200.0
大芥菜,,,,,,,,,,,60.0,,50.0,,66.0
青蒜,,,,,,,,,,,162.0,,133.0,,150.0
蒜頭,,,,,,,,,,,170.0,,167.0,,200.0
甘藍芽,,,,,,,,,,,0.0,,150.0,,133.0
芥藍,,,,,,,,,,,65.0,,58.0,,66.0
莧菜,,,,,,,,,,,50.0,,58.0,,50.0
本島萵苣,,,,,,,,,,,80.0,,67.0,,66.0
萵苣,,,,,,,,,,,80.0,,33.0,,66.0
茼蒿,,,,,,,,,,,0.0,,75.0,,83.0
青花苔,,,,,,,,,,,0.0,,0.0,,83.0
金針菜乾,,,,,,,,,,,500.0,,667.0,,533.0
冬瓜,,,,,,,,,,,30.0,,33.0,,41.0
扁蒲,,,,,,,,,,,40.0,,50.0,,50.0
甜碗豆,,,,,,,,,,,133.0,,100.0,,0.0
碗豆,,,,,,,,,,,167.0,,0.0,,0.0
甜玉米,,,,,,,,,,,55.0,,58.0,,50.0
香菇乾,,,,,,,,,,,850.0,,1250.0,,1166.0
香菇溼,,,,,,,,,,,150.0,,150.0,,166.0
黑色木耳,,,,,,,,,,,98.0,,100.0,,116.0
香蕉,,,,,,,,,,,58.0,,65.0,,50.0
鳳梨17號,,,,,,,,,,,42.0,,42.0,,41.0
番石榴世紀,,,,,,,,,,,50.0,,65.0,,58.0
木瓜,,,,,,,,,,,75.0,,98.0,,91.0
小西瓜,,,,,,,,,,,25.0,,25.0,,33.0
甜瓜,,,,,,,,,,,75.0,,82.0,,83.0
洋香瓜,,,,,,,,,,,70.0,,82.0,,83.0
海梨柑,,,,,,,,,,,0.0,,0.0,,0.0
文旦,,,,,,,,,,,60.0,,0.0,,0.0
柳橙,,,,,,,,,,,40.0,,42.0,,50.0
椪柑,,,,,,,,,,,0.0,,42.0,,66.0
楊桃,,,,,,,,,,,70.0,,42.0,,0.0
蓮霧,,,,,,,,,,,0.0,,217.0,,0.0
鶯歌桃,,,,,,,,,,,0.0,,0.0,,0.0
紅柿子,,,,,,,,,,,0.0,,48.0,,0.0
巨峰葡萄,,,,,,,,,,,120.0,,148.0,,133.0
黑葉荔枝,,,,,,,,,,,0.0,,0.0,,0.0
在來芒果,,,,,,,,,,,0.0,,0.0,,0.0
新世紀梨,,,,,,,,,,,120.0,,100.0,,116.0
棗子,,,,,,,,,,,0.0,,0.0,,0.0
紅肉李,,,,,,,,,,,0.0,,0.0,,0.0
玉李,,,,,,,,,,,0.0,,0.0,,0.0
荔枝玉荷,,,,,,,,,,,0.0,,0.0,,0.0
鳳梨開英,,,,,,,,,,,0.0,,0.0,,0.0
桶柑,,,,,,,,,,,0.0,,0.0,,0.0
檸檬,,,,,,,,,,,68.0,,132.0,,100.0
茂谷柑,,,,,,,,,,,0.0,,100.0,,0.0
白柚,,,,,,,,,,,0.0,,65.0,,83.0
甜桃,,,,,,,,,,,0.0,,0.0,,0.0
水蜜桃,,,,,,,,,,,0.0,,0.0,,0.0
牛心柿,,,,,,,,,,,0.0,,48.0,,58.0
甜柿,,,,,,,,,,,0.0,,150.0,,166.0
橫山梨,,,,,,,,,,,0.0,,0.0,,0.0
新興梨,,,,,,,,,,,100.0,,115.0,,100.0
大西瓜,,,,,,,,,,,0.0,,42.0,,0.0
無子西瓜,,,,,,,,,,,0.0,,33.0,,0.0
枇杷,,,,,,,,,,,0.0,,0.0,,0.0
番石榴珍珠,,,,,,,,,,,42.0,,65.0,,58.0
金煌芒果,,,,,,,,,,,0.0,,0.0,,0.0
愛文芒果,,,,,,,,,,,0.0,,0.0,,0.0
釋迦,,,,,,,,,,,0.0,,98.0,,100.0
龍眼,,,,,,,,,,,0.0,,0.0,,0.0
虱目魚,,,,,,,,,,,150.0,,133.0,,133.0
吳郭魚,,,,,,,,,,,133.0,,100.0,,133.0
鰱魚,,,,,,,,,,,0.0,,0.0,,0.0
赤宗,,,,,,,,,,,0.0,,667.0,,500.0
加臘,,,,,,,,,,,250.0,,750.0,,0.0
盤仔魚,,,,,,,,,,,380.0,,467.0,,400.0
白鯧,,,,,,,,,,,0.0,,1250.0,,500.0
旗魚,,,,,,,,,,,280.0,,250.0,,300.0
鮪魚,,,,,,,,,,,330.0,,300.0,,333.0
肉魚,,,,,,,,,,,350.0,,500.0,,333.0
紅目鰱,,,,,,,,,,,480.0,,417.0,,400.0
烏賊,,,,,,,,,,,235.0,,267.0,,266.0
白帶魚,,,,,,,,,,,290.0,,417.0,,300.0
鯖魚,,,,,,,,,,,0.0,,300.0,,0.0
白口,,,,,,,,,,,221.0,,467.0,,233.0
海鰻,,,,,,,,,,,0.0,,250.0,,0.0
金線魚,,,,,,,,,,,300.0,,533.0,,400.0
黃花魚,,,,,,,,,,,260.0,,267.0,,0.0
黑鯧,,,,,,,,,,,355.0,,450.0,,300.0
草蝦,,,,,,,,,,,250.0,,0.0,,0.0
厚殼蝦,,,,,,,,,,,0.0,,283.0,,200.0
里肌肉,,,,,,,,,,,133.0,,0.0,,167.0
後腿肉,,,,,,,,,,,116.0,,0.0,,133.0
五花肉,,,,,,,,,,,150.0,,0.0,,167.0
牛腱,,,,,,,,,,,230.0,,283.0,,258.0
腿肉,,,,,,,,,,,230.0,,333.0,,300.0
腩肉,,,,,,,,,,,250.0,,283.0,,275.0
肉雞,,,,,,,,,,,0.0,,0.0,,0.0
土雞,,,,,,,,,,,167.0,,183.0,,200.0
仿雞,,,,,,,,,,,133.0,,150.0,,167.0
鴨子,,,,,,,,,,,100.0,,133.0,,150.0
雞,,,,,,,,,,,0.0,,47.0,,47.0
鴨,,,,,,,,,,,0.0,,75.0,,0.0
