食物,國民市場,鹽埕示範,新興第二,三民第二,左營第四,鼓山第三,楠梓市場,三民第一,苓雅市場,中華市場,旗山第一,鳳山第一,岡山文賢,大寮大發,橋頭市場
蘿蔔,58.0,42.0,33.0,41.0,33.0,41.0,25.0,41.0,41.0,41.0,33.0,41.0,42.0,40.0,41.0
胡蘿蔔,66.0,52.0,41.0,58.0,41.0,50.0,50.0,50.0,66.0,58.0,50.0,45.0,50.0,51.0,58.0
麻竹筍,100.0,100.0,0.0,66.0,58.0,83.0,75.0,83.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0
馬鈴薯,83.0,56.0,50.0,58.0,41.0,58.0,50.0,50.0,66.0,58.0,58.0,50.0,58.0,55.0,58.0
甘藍,58.0,58.0,33.0,50.0,41.0,58.0,50.0,41.0,58.0,50.0,33.0,50.0,33.0,51.0,50.0
小白菜,83.0,50.0,58.0,58.0,41.0,50.0,50.0,67.0,66.0,66.0,45.0,41.0,50.0,43.0,66.0
包心白菜,58.0,33.0,41.0,41.0,33.0,41.0,42.0,41.0,41.0,41.0,33.0,41.0,33.0,39.0,41.0
菠菜,100.0,58.0,75.0,66.0,50.0,83.0,75.0,83.0,83.0,66.0,65.0,75.0,67.0,71.0,66.0
青江白菜,83.0,50.0,58.0,58.0,50.0,50.0,50.0,67.0,66.0,66.0,48.0,41.0,58.0,43.0,66.0
空心菜,83.0,42.0,41.0,41.0,33.0,41.0,42.0,41.0,66.0,41.0,45.0,33.0,58.0,42.0,41.0
青蔥,117.0,83.0,83.0,83.0,58.0,83.0,75.0,83.0,100.0,83.0,67.0,83.0,67.0,76.0,83.0
韭菜,83.0,58.0,58.0,50.0,50.0,66.0,50.0,67.0,66.0,58.0,60.0,58.0,58.0,52.0,58.0
茄子,100.0,50.0,67.0,66.0,50.0,66.0,67.0,67.0,83.0,66.0,40.0,50.0,42.0,56.0,66.0
蕃茄,133.0,100.0,92.0,100.0,66.0,830.0,133.0,100.0,133.0,83.0,75.0,83.0,67.0,86.0,83.0
菜豆,117.0,83.0,83.0,83.0,66.0,83.0,83.0,91.0,100.0,83.0,58.0,66.0,83.0,76.0,83.0
大黃瓜,58.0,33.0,33.0,41.0,33.0,41.0,33.0,33.0,41.0,33.0,42.0,36.0,50.0,39.0,33.0
