食物,國民市場,鹽埕示範,新興第二,三民第二,左營第四,鼓山第三,楠梓市場,三民第一,苓雅市場,中華市場,旗山第一,鳳山第一,岡山文賢,大寮大發,橋頭市場
蘿蔔,,,,,,,33.0,,,,,,,,42.0
胡蘿蔔,,,,,,,50.0,,,,,,,,50.0
麻竹筍,,,,,,,75.0,,,,,,,,0.0
馬鈴薯,,,,,,,58.0,,,,,,,,58.0
甘藍,,,,,,,25.0,,,,,,,,25.0
小白菜,,,,,,,50.0,,,,,,,,50.0
包心白菜,,,,,,,42.0,,,,,,,,33.0
菠菜,,,,,,,58.0,,,,,,,,67.0
青江白菜,,,,,,,50.0,,,,,,,,58.0
空心菜,,,,,,,58.0,,,,,,,,50.0
青蔥,,,,,,,67.0,,,,,,,,50.0
韭菜,,,,,,,50.0,,,,,,,,67.0
茄子,,,,,,,67.0,,,,,,,,58.0
蕃茄,,,,,,,75.0,,,,,,,,67.0
菜豆,,,,,,,83.0,,,,,,,,67.0
大黃瓜,,,,,,,50.0,,,,,,,,58.0
花椰菜,,,,,,,67.0,,,,,,,,67.0
絲瓜,,,,,,,50.0,,,,,,,,67.0
花胡瓜,,,,,,,50.0,,,,,,,,67.0
苦瓜,,,,,,,67.0,,,,,,,,67.0
青椒,,,,,,,67.0,,,,,,,,67.0
芹菜,,,,,,,100.0,,,,,,,,100.0
四季豆,,,,,,,100.0,,,,,,,,83.0
牛蒡,,,,,,,67.0,,,,,,,,83.0
生薑,,,,,,,83.0,,,,,,,,92.0
芋頭,,,,,,,75.0,,,,,,,,67.0
綠竹筍,,,,,,,0.0,,,,,,,,0.0
洋蔥,,,,,,,50.0,,,,,,,,42.0
綠蘆筍,,,,,,,300.0,,,,,,,,0.0
筊白筍,,,,,,,217.0,,,,,,,,0.0
大芥菜,,,,,,,58.0,,,,,,,,58.0
青蒜,,,,,,,150.0,,,,,,,,133.0
蒜頭,,,,,,,167.0,,,,,,,,167.0
甘藍芽,,,,,,,133.0,,,,,,,,100.0
芥藍,,,,,,,67.0,,,,,,,,58.0
莧菜,,,,,,,67.0,,,,,,,,58.0
本島萵苣,,,,,,,67.0,,,,,,,,83.0
萵苣,,,,,,,58.0,,,,,,,,42.0
茼蒿,,,,,,,83.0,,,,,,,,83.0
青花苔,,,,,,,75.0,,,,,,,,67.0
金針菜乾,,,,,,,580.0,,,,,,,,750.0
冬瓜,,,,,,,33.0,,,,,,,,33.0
扁蒲,,,,,,,33.0,,,,,,,,50.0
甜碗豆,,,,,,,133.0,,,,,,,,117.0
碗豆,,,,,,,133.0,,,,,,,,117.0
甜玉米,,,,,,,50.0,,,,,,,,50.0
香菇乾,,,,,,,833.0,,,,,,,,1166.0
香菇溼,,,,,,,167.0,,,,,,,,167.0
黑色木耳,,,,,,,133.0,,,,,,,,83.0
香蕉,,,,,,,58.0,,66.0,,,,,,58.0
鳳梨17號,,,,,,,33.0,,41.0,,,,,,41.0
番石榴世紀,,,,,,,75.0,,66.0,,,,,,0.0
木瓜,,,,,,,83.0,,66.0,,,,,,83.0
小西瓜,,,,,,,33.0,,33.0,,,,,,33.0
甜瓜,,,,,,,67.0,,0.0,,,,,,75.0
洋香瓜,,,,,,,100.0,,83.0,,,,,,75.0
海梨柑,,,,,,,75.0,,0.0,,,,,,0.0
文旦,,,,,,,0.0,,0.0,,,,,,0.0
柳橙,,,,,,,40.0,,41.0,,,,,,50.0
椪柑,,,,,,,67.0,,67.0,,,,,,66.0
楊桃,,,,,,,75.0,,50.0,,,,,,0.0
蓮霧,,,,,,,117.0,,116.0,,,,,,116.0
鶯歌桃,,,,,,,0.0,,0.0,,,,,,0.0
紅柿子,,,,,,,0.0,,0.0,,,,,,0.0
巨峰葡萄,,,,,,,133.0,,133.0,,,,,,133.0
黑葉荔枝,,,,,,,0.0,,0.0,,,,,,0.0
在來芒果,,,,,,,0.0,,0.0,,,,,,0.0
新世紀梨,,,,,,,0.0,,0.0,,,,,,0.0
棗子,,,,,,,0.0,,116.0,,,,,,0.0
